@relation 'spambase_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0_clustered'

@attribute Instance_number numeric
@attribute '0.348word_freq_857+0.348word_freq_415+0.32 word_freq_direct+0.317word_freq_technology+0.312word_freq_telnet...' numeric
@attribute -0.272word_freq_your-0.252capital_run_length_longest-0.248word_freq_000-0.236char_freq_$-0.235word_freq_order... numeric
@attribute -0.445capital_run_length_longest-0.372capital_run_length_total-0.292char_freq_(-0.285capital_run_length_average+0.248word_freq_you... numeric
@attribute 0.403word_freq_original+0.394word_freq_1999+0.304word_freq_pm-0.295word_freq_font+0.246word_freq_cs... numeric
@attribute -0.534word_freq_meeting-0.332word_freq_will-0.31word_freq_lab-0.27word_freq_our+0.256word_freq_font... numeric
@attribute '-0.303word_freq_font-0.299word_freq_business-0.299char_freq_;+0.29 word_freq_addresses-0.274word_freq_credit...' numeric
@attribute -0.43word_freq_font-0.406char_freq_;+0.284capital_run_length_average-0.254word_freq_000-0.247word_freq_meeting... numeric
@attribute -0.323word_freq_edu-0.305word_freq_you-0.257word_freq_cs-0.239char_freq_!+0.237word_freq_internet... numeric
@attribute -0.368word_freq_edu-0.35word_freq_cs+0.291word_freq_make-0.28word_freq_our-0.258word_freq_remove... numeric
@attribute 0.359word_freq_cs+0.353word_freq_edu-0.289word_freq_re-0.265word_freq_pm-0.262char_freq_!... numeric
@attribute '0.326word_freq_email+0.262word_freq_will+0.258word_freq_all-0.248word_freq_george+0.23 word_freq_hpl...' numeric
@attribute '-0.355word_freq_money-0.305word_freq_free-0.262word_freq_make+0.257word_freq_re+0.24 char_freq_!...' numeric
@attribute '-0.334word_freq_parts+0.314word_freq_address+0.27 word_freq_mail-0.259word_freq_hp+0.254word_freq_will...' numeric
@attribute 0.529word_freq_data+0.345char_freq_[-0.246word_freq_people-0.219word_freq_hp-0.198word_freq_hpl... numeric
@attribute 0.399word_freq_table-0.361word_freq_project+0.272word_freq_re+0.223word_freq_order-0.22word_freq_will... numeric
@attribute -0.428word_freq_address+0.373word_freq_george-0.307word_freq_mail-0.297word_freq_report+0.255word_freq_conference... numeric
@attribute -0.504word_freq_table+0.359char_freq_[-0.277word_freq_report-0.261word_freq_project+0.246char_freq_!... numeric
@attribute -0.453word_freq_3d-0.403word_freq_project-0.332word_freq_parts-0.243word_freq_re+0.225word_freq_free... numeric
@attribute -0.686word_freq_3d+0.428word_freq_parts-0.187word_freq_lab+0.167word_freq_people+0.167word_freq_address... numeric
@attribute -0.602word_freq_conference+0.532word_freq_project+0.258char_freq_#-0.17word_freq_3d+0.168word_freq_make... numeric
@attribute 0.447word_freq_address-0.388char_freq_#-0.295word_freq_conference-0.284word_freq_re-0.275word_freq_mail... numeric
@attribute '-0.43char_freq_#-0.327word_freq_address-0.256word_freq_over-0.247word_freq_conference+0.24 capital_run_length_average...' numeric
@attribute 0.407word_freq_conference+0.407char_freq_!+0.387word_freq_project+0.339word_freq_table+0.284word_freq_free... numeric
@attribute -0.326word_freq_mail-0.321char_freq_(-0.31word_freq_internet+0.261char_freq_[-0.26word_freq_free... numeric
@attribute -0.404word_freq_people-0.357word_freq_money-0.298word_freq_email+0.294word_freq_report+0.253word_freq_000... numeric
@attribute '0.45 word_freq_table+0.386word_freq_make-0.315word_freq_all-0.283word_freq_report+0.227word_freq_000...' numeric
@attribute 0.335word_freq_email-0.323word_freq_over-0.269word_freq_mail+0.255word_freq_re+0.249word_freq_data... numeric
@attribute 0.412char_freq_#-0.306word_freq_free+0.261word_freq_data+0.254word_freq_pm+0.218word_freq_all... numeric
@attribute 0.433word_freq_internet-0.293word_freq_order-0.28word_freq_remove-0.279word_freq_mail+0.237char_freq_[... numeric
@attribute -0.493word_freq_credit+0.312word_freq_data-0.297char_freq_(-0.285char_freq_[+0.276word_freq_internet... numeric
@attribute -0.363word_freq_credit-0.3word_freq_free+0.288word_freq_order+0.283word_freq_business-0.282word_freq_data... numeric
@attribute 0.397char_freq_!+0.331word_freq_over-0.318word_freq_000+0.279word_freq_receive-0.268word_freq_credit... numeric
@attribute 0.367word_freq_our-0.297word_freq_order-0.262word_freq_all+0.253word_freq_report+0.244word_freq_email... numeric
@attribute 0.359word_freq_remove-0.343word_freq_our+0.297word_freq_over+0.258capital_run_length_average+0.244word_freq_report... numeric
@attribute -0.431word_freq_pm-0.303word_freq_order-0.285word_freq_free+0.282word_freq_original-0.269word_freq_people... numeric
@attribute -0.518word_freq_will+0.336word_freq_make-0.27word_freq_parts-0.24word_freq_pm-0.209word_freq_cs... numeric
@attribute -0.431word_freq_all-0.265word_freq_business+0.264char_freq_$-0.252word_freq_re+0.242word_freq_pm... numeric
@attribute 0.338word_freq_your+0.272word_freq_george-0.266word_freq_make+0.221word_freq_cs+0.215char_freq_$... numeric
@attribute '-0.431word_freq_original+0.275word_freq_receive-0.255char_freq_$+0.249word_freq_pm+0.23 word_freq_edu...' numeric
@attribute '-0.326word_freq_business+0.29 word_freq_cs-0.284word_freq_email-0.275word_freq_edu+0.234word_freq_85...' numeric
@attribute '-0.433word_freq_business-0.343word_freq_you+0.308word_freq_our+0.27 char_freq_$+0.253word_freq_re...' numeric
@attribute '0.437capital_run_length_total+0.338word_freq_85-0.24word_freq_addresses+0.24 word_freq_business-0.225word_freq_your...' numeric
@attribute '0.389capital_run_length_total-0.274word_freq_85+0.242word_freq_mail-0.241word_freq_650+0.24 word_freq_cs...' numeric
@attribute 0.441word_freq_you-0.361word_freq_receive-0.294word_freq_money+0.276word_freq_make+0.265word_freq_hpl... numeric
@attribute -0.543word_freq_edu+0.383word_freq_cs+0.378word_freq_1999-0.302word_freq_original+0.204word_freq_000... numeric
@attribute 0.551word_freq_your-0.391word_freq_you+0.262word_freq_font-0.26word_freq_receive-0.246char_freq_;... numeric
@attribute 0.508word_freq_font-0.459char_freq_;+0.335word_freq_hpl-0.309word_freq_85-0.202word_freq_your... numeric
@attribute -0.547word_freq_000+0.532word_freq_addresses+0.289char_freq_$-0.215word_freq_order-0.183word_freq_email... numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
877,-0.357062,1.10573,0.087412,-0.106077,-0.007663,-0.041645,0.497773,-0.610431,-0.272075,0.909132,0.530815,0.263193,0.507698,0.339602,-0.453571,0.043743,-0.124772,0.232125,-0.293019,-0.083932,0.164901,-0.17972,-0.262796,-0.442177,0.139935,-0.05617,-0.078006,0.023262,-0.026041,-0.35283,0.171425,0.214372,-0.138945,-0.445983,0.301303,-0.517406,0.506817,-0.453485,-0.042653,-0.598427,0.106426,-0.646512,-0.30656,-0.618051,-0.904528,0.82446,-0.283023,-0.382269,0,cluster0
878,-0.34435,1.530939,0.101754,-0.647492,0.359919,0.437696,0.387029,0.45221,-0.083506,0.234204,-0.111486,-0.024184,0.096809,-0.032602,0.00646,0.028366,0.013032,-0.004911,-0.03469,0.042691,0.160802,0.03067,-0.125468,0.045668,0.02444,0.002797,-0.022403,0.036493,-0.014195,0.018799,-0.056325,-0.05411,-0.275672,0.026434,-0.119957,0.26349,0.370268,-0.620057,-0.107513,0.204071,0.088197,-0.237863,0.296966,-0.72953,0.245471,-0.02615,-0.023281,0.170089,0,cluster0
879,-0.57769,0.408448,0.396168,-0.126329,-1.553276,-0.321081,-0.505687,0.144732,1.196615,0.992056,1.772704,1.133972,2.58212,-0.276164,-1.055303,-1.063918,0.908593,0.715488,-0.469662,-0.105094,-0.639988,0.886623,0.750601,-1.629337,0.40174,-1.289025,-0.749784,0.706822,-1.32357,-0.689619,-0.328243,0.537867,1.4085,-0.159013,-0.101207,-1.946769,-0.257689,-1.30069,-0.906063,-1.000198,1.33793,0.480978,0.012301,-0.411491,-0.184998,0.71158,-0.138514,-0.316673,0,cluster0
880,-1.157972,-2.991371,-1.825955,1.048488,-0.733383,-0.602242,0.702039,-0.183813,0.247584,-0.390965,0.318741,0.718564,0.202292,-0.123916,0.851205,0.197803,-0.179872,0.547172,0.391977,-0.21253,0.541969,-0.474622,0.596994,-0.612047,1.178389,-1.382118,-0.010916,0.358846,-0.0063,0.374853,1.103109,1.275223,-1.525363,0.814581,0.576623,0.701997,-0.198503,1.889474,0.23896,-1.081941,1.059452,0.644827,-0.317324,-0.065866,0.371172,0.482856,0.501208,0.288704,1,cluster2
881,0.701394,0.537483,0.414586,0.245932,0.482042,0.003945,0.364915,-1.6908,-0.099109,0.353303,1.046543,0.714342,0.436922,0.65035,-0.573369,-0.387644,-0.10815,0.169412,-0.40654,-0.258016,-0.566486,-0.335015,-0.911966,-0.405,-0.397539,-0.254617,-0.542279,0.033015,-0.503434,-0.738107,-0.010026,-0.042725,-0.271994,-0.666226,0.276675,-0.885706,0.422225,-0.491789,-0.059815,-0.435169,-0.782166,0.005892,-1.190086,1.050343,0.053811,-1.417723,0.17816,-0.013478,0,cluster0
882,-0.202733,0.521488,-1.83656,-0.426455,-0.19018,-0.05173,0.167568,0.740547,0.455615,0.555337,0.051795,-0.237298,-0.416537,0.17797,0.126221,0.067522,0.177783,-0.205504,0.205236,-0.0112,0.268318,0.152473,-0.042009,0.164522,-0.049629,-0.180608,0.442212,-0.528814,-0.662231,0.531422,0.481015,0.434129,-0.89508,-0.945493,-0.380428,0.236948,0.399317,0.087425,0.182435,0.392625,0.289954,0.341619,0.325161,0.401197,0.344174,0.01517,-0.310978,-0.302158,0,cluster0
883,-0.734726,-0.75606,-2.961299,-1.411198,-0.101266,0.390359,1.161657,0.177684,0.294,0.486677,0.039596,-0.243102,-0.168111,-0.168215,0.254579,-0.349288,-0.203753,-0.219788,-0.062461,-0.272574,-0.251276,-0.308041,-0.247399,0.174064,-0.385355,-0.523918,0.474559,-0.725558,0.104275,-0.082047,-0.334298,0.59306,-0.348499,-1.193932,-0.078323,-0.035012,-0.004502,-0.974599,0.658777,0.806327,-0.416264,2.05235,2.599741,0.473266,-0.368808,0.241755,-1.119062,-0.140704,1,cluster2
884,-0.552152,0.8132,0.488917,-0.615525,0.046758,0.047536,0.347422,0.140652,-0.255158,-0.033822,-0.104308,-0.062112,-0.026496,0.13938,0.022657,-0.145402,-0.161795,-0.198695,0.171611,-0.064504,0.019329,0.348877,-0.389399,0.220713,0.0646,0.123053,-0.260254,-0.020316,0.031441,0.180418,0.123024,-0.174158,0.047681,-0.483115,0.27498,0.388868,0.835342,0.076674,0.116958,0.3488,-0.023865,-0.379385,0.493328,-0.508247,0.076122,0.512129,-0.262604,0.013114,1,cluster2
885,-0.698649,0.288477,0.536086,-0.473349,-0.088858,0.661903,-0.087443,-0.322472,-0.880138,-1.215216,0.526477,0.18663,-0.547111,0.133957,0.400301,0.205295,-0.370967,-0.020697,0.34728,-0.110593,0.291935,0.278849,0.194648,0.107271,0.414762,-0.795778,0.20181,0.05694,0.471723,0.220182,0.357164,-0.559066,0.035159,-0.427633,-0.118168,0.795513,-0.248799,0.205867,0.230733,0.148194,0.97219,0.404925,0.40595,-0.265027,-0.121856,-0.518969,0.204565,0.098656,1,cluster2
886,-0.345147,1.525153,0.091145,-0.651619,0.356998,0.436594,0.393162,0.449135,-0.084777,0.231478,-0.109747,-0.024326,0.098112,-0.03357,0.007342,0.028429,0.013697,-0.005556,-0.034425,0.043386,0.160384,0.033291,-0.125353,0.049241,0.02345,0.003781,-0.022475,0.03667,-0.011887,0.022126,-0.059081,-0.054005,-0.274017,0.027791,-0.119652,0.261726,0.371895,-0.621819,-0.106661,0.203392,0.086265,-0.236119,0.297502,-0.729234,0.246003,-0.026277,-0.024163,0.169763,0,cluster0
887,-0.344422,1.530567,0.10114,-0.647664,0.359866,0.437747,0.387107,0.452162,-0.083282,0.234413,-0.111542,-0.024251,0.09666,-0.032622,0.006495,0.028263,0.012967,-0.004943,-0.034664,0.042584,0.16071,0.030594,-0.125503,0.045718,0.024454,0.00266,-0.022256,0.036293,-0.014219,0.018883,-0.056361,-0.053939,-0.275832,0.026054,-0.119993,0.26341,0.370201,-0.620178,-0.107278,0.204358,0.088095,-0.237142,0.297607,-0.729241,0.245289,-0.026045,-0.023605,0.170007,0,cluster0
888,-0.288511,1.317722,-0.550355,0.793685,0.312247,0.324871,0.21743,-0.82326,-0.694903,0.983987,-0.369766,-0.261009,-0.37876,0.056566,-1.572382,-0.565513,-0.999346,-1.001254,0.861124,1.520271,0.115418,0.463839,1.034938,0.66818,-0.592872,-0.147902,-0.326948,0.063829,0.918918,-0.536046,-0.341828,0.347131,0.044076,-0.203432,-0.653231,0.543976,-0.972488,0.274488,-0.521561,0.657082,0.098676,-0.444952,-0.113393,-0.00867,0.222216,0.217069,0.260373,-0.16922,0,cluster0
889,-0.308456,0.533291,-0.392109,0.300008,-0.571249,-0.215827,-0.21623,-0.041892,0.50278,-0.094466,0.783082,0.411723,0.263481,-0.139256,-0.102472,0.192667,-0.207339,0.231916,0.0813,-0.051576,0.309613,0.334653,-0.265651,0.268346,0.493958,-0.582563,-0.487543,-0.162867,-0.246361,0.292968,-0.275525,0.15492,-0.282233,-0.358507,0.615366,-0.238415,0.007368,-0.035829,0.007611,-0.172346,-0.027119,0.455927,0.092783,0.530309,0.067056,0.28625,-0.008688,0.195419,0,cluster0
890,-1.751645,-4.4474,-1.964993,-0.085971,0.221625,1.476306,0.096502,-1.591646,3.463428,2.417395,-1.967841,-0.411475,-2.163148,-1.426913,0.192739,-1.397559,-0.442699,0.085198,0.482801,-0.052112,-0.433469,-0.483414,0.613151,0.164928,0.833532,-0.112801,1.006037,-0.242856,-0.384666,0.449334,1.174338,-0.270302,0.068063,0.30531,0.307105,-0.387395,0.187116,-0.02114,-0.061947,0.011316,0.086088,1.299816,0.904238,0.724972,-0.535186,-0.516119,-0.218977,0.381875,1,cluster2
891,-0.34679,1.319137,-0.243064,-0.25673,-0.191697,-0.051909,-0.048554,0.110618,-0.062894,0.312765,-0.023115,-0.246138,0.181428,0.064816,-0.504278,-0.057611,-0.296536,-0.192121,0.202667,0.292803,0.177042,0.373614,0.017588,0.198265,0.266593,0.123917,-0.174015,-0.187632,0.004804,0.100512,0.202926,0.007477,0.353931,-0.492031,0.057555,0.192618,0.14042,-0.51584,-0.338695,0.445241,0.459681,-0.034626,0.201113,-0.422153,0.210995,-0.168318,-0.250122,0.044779,0,cluster0
892,-1.102075,-1.31845,1.073061,0.493258,0.418897,0.781434,-0.148295,-1.818658,1.404795,-0.50599,1.206237,-1.06296,-0.271348,0.126463,0.200992,0.996991,0.408615,-0.165824,0.312367,0.572329,0.715523,-0.156399,-0.060431,-0.22982,0.473342,0.860908,0.555388,0.596595,1.016851,0.061679,1.014843,-0.488299,-0.065979,0.513786,0.119111,1.205107,-0.547424,-0.58664,-0.717613,-0.47325,0.774409,-0.22837,0.737896,1.195251,-0.205199,-0.749851,0.103059,0.898545,1,cluster2
893,4.586033,-0.246108,0.129568,-0.114433,0.60761,0.977792,0.019024,0.867619,-0.324766,-0.782426,2.807314,0.501289,-1.312036,0.080603,0.448774,0.535363,-0.507164,-0.173603,0.158624,0.000968,0.60322,-0.311747,-0.205326,-0.223526,-0.091679,-1.282809,0.979664,0.224935,1.10901,-0.598217,0.831323,-0.374959,0.369168,1.316632,-0.274939,0.92009,0.014716,-0.062244,-0.19324,0.003911,0.392925,1.229968,-0.093588,-0.420671,-0.071127,-0.327696,-0.237199,-0.351202,0,cluster0
894,-1.146848,-1.614531,0.878279,0.052631,-0.112335,-0.684141,0.143004,-0.030067,-0.436274,-0.999488,0.768886,-1.036317,0.257503,-0.61277,0.027713,0.437439,0.317834,1.477442,0.535824,0.221521,-0.860564,0.147126,1.101622,-1.767861,1.832358,-1.09953,0.429734,-0.948062,1.161061,-0.185336,-1.971011,0.399155,-0.942917,-0.589296,-0.819641,0.137819,-0.499146,1.213357,0.451997,0.067801,0.305721,0.488298,-0.415375,-1.736001,-0.407616,-0.401712,0.062233,1.228871,1,cluster2
895,-0.611341,-0.214174,-0.361349,-1.164052,-1.805736,0.209528,0.133472,-0.682077,0.739249,1.412381,-1.320222,-0.227933,-1.184084,-0.698009,1.128698,-1.224559,-1.007018,0.166558,-0.060542,-0.053123,-0.767252,-0.504718,-0.238992,0.468875,0.540876,-0.836253,0.64592,-0.689688,0.051087,0.433731,1.246631,-0.300932,0.597218,0.543789,-0.183097,1.117692,-0.16178,0.181643,0.203554,-0.088393,-0.962739,-0.876251,0.05363,-0.227779,0.077211,0.425326,-0.119478,0.228239,0,cluster0
896,-0.334438,0.817804,0.459527,-0.907265,-0.487038,0.174362,0.277853,-0.186708,-1.026373,-0.671337,-0.467046,-0.176753,-0.218034,0.129179,-0.616438,-0.320054,-0.602961,-0.248856,0.39595,-0.242418,-0.303515,0.584874,-0.995348,-0.051756,-0.18879,0.280893,-0.805554,-0.251886,-0.576964,-0.149839,0.559486,-0.625382,1.022792,-1.398329,0.144467,0.758057,0.563777,0.589044,0.548344,0.876699,0.734191,-0.237805,-0.347853,0.154581,0.094401,-0.729719,0.530747,0.012431,0,cluster0
897,-0.165008,0.36027,-0.101833,-0.251429,-0.894258,-0.573736,0.189598,0.592421,0.590834,0.731035,0.42307,0.853158,-0.278232,-0.56801,-0.688725,0.018396,-0.207281,0.18022,-0.042496,0.006303,0.430359,0.159833,-0.555494,-0.307126,0.217661,-0.106659,0.203476,0.00372,0.473414,0.417834,0.171503,0.058496,0.514331,-0.56868,-0.182425,-0.408056,-0.740588,-0.505226,0.294699,-0.189938,0.415736,0.004781,-0.351105,-0.716743,-0.017392,-0.312192,-0.314264,0.095257,0,cluster0
898,0.337766,-0.045771,1.218996,-0.177598,-1.42967,0.125918,-0.647103,-1.381517,0.602014,-0.120141,1.751007,1.172426,0.554649,0.606782,0.153004,0.288641,-0.121811,0.626306,-0.362858,-0.076188,0.060089,0.055653,-0.572784,0.047263,0.369895,-1.11116,-0.352012,0.575204,0.385415,-0.179801,0.250261,-0.424199,-0.70338,-0.073932,0.504136,-1.03727,-0.650152,0.219044,-0.300654,-0.250495,-0.521848,0.398615,-0.51721,0.708335,0.343445,-0.576246,-0.328933,0.133476,0,cluster0
899,-0.345832,1.519628,0.080579,-0.65623,0.353461,0.434733,0.400849,0.445409,-0.087386,0.227025,-0.107141,-0.024169,0.100473,-0.034879,0.00857,0.029002,0.015138,-0.006291,-0.033952,0.044918,0.160396,0.03765,-0.124617,0.054228,0.022323,0.005638,-0.023126,0.038352,-0.008643,0.026851,-0.062745,-0.054934,-0.271023,0.031918,-0.119262,0.259892,0.374976,-0.623926,-0.106667,0.20093,0.084439,-0.236965,0.295223,-0.73051,0.247816,-0.026938,-0.023682,0.169498,0,cluster0
900,-0.274602,1.262881,0.304958,-0.822499,-1.558135,0.310326,-0.321136,-0.62809,0.122358,0.545162,0.127165,0.234173,0.767046,0.103402,-0.215524,0.008006,0.093635,0.379816,-0.678943,-0.003946,0.12909,-0.321016,-0.271368,-0.258273,-0.30556,-0.120743,-0.038464,-0.27832,-0.041866,-0.481807,0.017625,0.053132,-0.185594,-0.066882,0.026929,-0.502495,0.144083,-0.554545,-0.406706,-0.012808,-0.203091,-0.04441,-0.30269,-0.128213,0.277437,-0.305276,0.162081,0.173189,0,cluster0
901,-1.472315,-2.379657,-0.460851,-0.711509,1.26066,0.151675,-1.734296,-3.105541,1.015443,-1.440316,-1.230645,2.511961,-0.628656,-0.551638,-0.645996,0.359134,1.994941,0.447875,0.190192,-0.224208,2.810771,0.42078,3.212148,-0.976978,0.891419,-0.238148,1.613273,0.597685,-1.43389,-1.305865,1.179909,2.044032,1.045497,0.065879,2.083299,-0.762438,1.221586,1.162405,0.057722,0.274587,0.909909,-0.311072,0.400866,-0.052076,-0.642575,-1.160741,-1.24806,0.925553,1,cluster2
902,1.714187,0.885022,1.448727,-2.304914,-7.81421,0.279267,-3.084157,-3.337254,-0.241865,2.617691,-0.816436,0.230063,3.374076,-0.12168,0.023954,-0.089067,1.039113,2.095118,-3.379934,0.193657,0.398204,-1.499482,0.537939,0.076579,-1.481125,-0.441181,0.571879,-1.202356,0.350186,-0.670534,-0.299884,0.289538,-0.596223,0.204284,0.228273,-1.119419,-0.465409,-0.205508,-0.805028,-0.903119,-0.501626,-0.074823,-0.416567,0.606102,0.485375,-0.203876,0.346134,-0.563633,0,cluster0
903,-2.617667,-8.035837,2.192619,0.753725,-2.351417,-8.870333,3.890973,4.435863,-2.604803,1.425095,-1.536792,1.483161,0.336268,-0.624494,-0.970682,-1.038479,-0.187075,0.415786,-0.304067,-0.980935,0.182694,1.520003,0.387954,1.070887,-1.563559,2.082453,2.537035,1.179793,-1.492552,0.920507,2.301348,0.508161,-0.937983,1.272637,-1.019068,-0.434551,-1.817219,0.342373,0.200427,-1.045683,-2.81488,1.021474,-1.835366,-2.063223,-0.319386,-0.379714,0.625743,0.013416,1,cluster2
904,-0.51187,0.970323,0.696192,-1.062647,-0.860738,0.068922,-0.088317,0.352247,-1.343943,-0.39356,-0.346883,-0.152415,-0.529698,-0.095965,-0.580584,-0.593159,-0.535209,-0.540638,0.606173,-0.152555,-0.05443,0.841396,-0.613943,0.399725,0.249367,0.246541,-0.573424,-0.107015,-0.487925,0.551518,0.40741,-0.833534,1.377935,-1.523631,-0.144625,1.005124,0.971179,0.333438,0.66116,1.027219,1.469817,-0.040133,0.070699,-0.597937,-0.167577,-0.235962,0.095633,0.039668,0,cluster0
905,0.188065,1.291459,-0.383514,-0.369988,-0.074124,0.269815,0.406572,0.176627,0.250615,-0.007692,0.029192,0.004076,0.365741,0.153422,-0.388918,0.080146,-0.331075,0.112768,-0.161729,-0.142054,0.234224,-0.271856,-0.330081,-0.426552,-0.021545,-0.190429,0.049775,0.172677,-0.048537,-0.316183,0.175953,-0.230724,0.054313,0.120312,-0.620436,-0.310603,0.572826,-0.641233,-0.080101,0.375065,0.014276,-0.023891,0.173906,-0.700405,-0.032729,0.118281,0.032472,-0.038778,1,cluster2
906,-1.160317,-0.748434,1.745406,-0.425649,0.928894,-0.166381,0.361649,-1.649607,-0.734172,-2.780789,0.423871,-0.520357,-1.288264,-0.371775,0.526432,1.527497,0.605885,1.723567,0.071429,0.539625,0.574461,-0.31007,2.748991,-1.472179,1.937435,-2.271945,-0.180945,-1.052965,0.628255,0.580473,-1.198295,0.079026,-0.781528,-0.930293,-0.844946,0.496913,-0.343206,0.600524,-0.32888,-0.156117,-1.10956,-0.109253,-0.066595,0.052233,-0.213864,0.320148,-0.162234,0.248472,1,cluster2
907,-0.367595,1.46127,0.10341,-0.652856,0.39897,0.427285,0.391305,0.333632,-0.092164,0.108352,-0.155996,0.089621,0.061593,-0.040534,0.028497,0.068018,0.130487,0.014564,-0.067516,0.072051,0.246934,-0.003319,0.068591,0.011869,0.085583,-0.032768,0.080407,0.044212,-0.092645,-0.029787,-0.017836,0.138861,-0.160442,0.002635,-0.053855,0.292437,0.389793,-0.651526,0.000634,0.302618,0.05993,-0.272418,0.298961,-0.764373,0.220577,0.021362,-0.016487,0.145033,0,cluster0
908,-1.497226,-3.520333,-0.139655,0.57964,0.222365,0.395955,0.216848,-0.705805,1.899111,1.21327,0.152528,-1.467154,-0.239438,0.836527,0.753477,1.859241,1.18488,-0.459164,-0.098157,1.552807,0.710975,-1.645535,0.145593,0.446892,0.415363,0.334838,-0.916749,-0.372424,-2.507316,1.718341,1.276417,0.939378,-0.327813,0.709978,-1.823534,0.105911,-0.023464,0.596457,-1.519256,0.195077,1.416464,-0.425998,-0.569969,0.824692,-0.399701,-0.25791,0.385891,-0.22509,1,cluster2
909,-1.303636,-2.070989,0.858657,0.360729,0.209484,0.502758,-0.599789,-1.241343,0.914731,-0.408194,0.437804,0.235238,0.191421,-1.030538,-1.084948,-1.127532,1.068795,0.569152,-0.226407,-0.307705,0.197697,1.009748,0.997479,-0.599797,-0.637031,-0.159493,-0.672934,0.950938,-1.662789,-0.954581,0.579292,-1.638881,-1.533943,2.02115,1.802673,-1.661391,0.169039,0.465796,-1.194935,-0.653498,1.8101,0.676167,0.856621,0.310466,-0.790247,-0.977788,0.07412,1.493783,1,cluster2
910,0.273831,0.813165,-0.482893,-0.351502,0.089365,-0.381766,0.204925,0.925289,0.176121,0.565183,-0.293721,0.682292,-0.374485,-0.26258,-0.521942,0.103965,-0.110409,-0.041347,-0.151007,-0.151129,0.706646,-0.173912,-0.311212,-0.195004,-0.332664,-0.033017,0.036014,-0.018755,-0.050683,0.527367,0.138244,0.173692,0.127309,-0.289747,-0.21016,-0.013446,-0.38358,-0.63804,0.147794,-0.535688,-0.248296,0.267752,0.225428,-0.66363,0.354757,-0.198147,-0.443561,0.132679,0,cluster0
911,-0.146458,0.580382,-1.353319,-0.096503,-0.200932,0.084811,0.277018,0.912348,0.50418,0.616575,0.179688,-0.164355,-0.334289,0.222991,0.409547,0.214684,0.310328,-0.098087,0.126665,0.074381,0.272453,0.035175,0.015112,0.113214,0.021512,-0.261458,0.516412,-0.252119,-0.857114,0.606162,0.757356,0.396659,-1.139543,-0.655571,-0.561549,0.261736,0.491132,0.246092,-0.26269,0.213457,0.348049,-0.321368,-0.295799,0.253331,0.436481,-0.015726,0.285251,-0.383311,0,cluster0
912,-0.409762,0.925451,0.148597,0.567186,-2.452382,0.112411,-1.047686,-2.628964,-0.554872,-0.111332,0.813663,1.023139,0.83734,0.614468,0.397374,0.784973,-0.215938,0.833969,-0.636149,0.025058,0.630352,-0.478819,0.463988,-0.527103,0.580466,-1.232599,0.536054,0.903221,0.569527,-0.39911,0.75972,-0.636166,-0.146082,0.761818,-0.805394,-1.308809,-1.456954,0.54868,-0.020456,0.962637,-0.095614,0.454033,0.33551,-0.041385,0.568508,-0.241206,0.547402,0.364795,0,cluster0
913,-1.846042,-4.652569,-0.582866,0.239342,-0.004851,2.066975,-0.84871,-1.557624,1.523277,0.923863,-1.750764,-0.5236,-1.825605,-1.114489,-0.875057,0.103042,1.046979,-0.550854,0.541413,0.578662,1.129805,0.29635,0.769959,0.221768,0.187046,1.393107,-0.165351,0.806702,-1.344952,0.439964,1.996171,-2.2464,-0.753424,0.205938,1.395973,-0.818526,2.398338,2.211846,-1.500047,-0.539379,2.504459,0.591422,0.182861,-0.287122,-0.932727,-1.156909,0.518417,0.783436,1,cluster2
914,-0.919713,-0.507427,0.846221,0.406568,0.424819,-0.417931,0.236291,-0.117255,-0.038689,-0.333524,-0.165966,-0.08196,-0.158367,0.089436,0.168154,0.187192,-0.211042,0.037881,0.108638,-0.114624,-0.144524,-0.250975,-0.448751,0.088092,-0.029022,-0.032841,-0.024918,-0.563307,0.717676,0.368563,-0.634761,0.786232,-0.180443,-0.108601,-0.167446,0.381642,0.279269,0.303402,0.335714,-0.234766,-0.423008,0.583271,0.139226,0.159872,0.467068,-0.462711,0.126387,0.37797,1,cluster2
915,-0.468714,1.706254,0.187457,-1.169576,1.101337,0.918242,0.889991,1.595876,-0.598803,-0.099291,0.607175,-2.165196,3.577312,-2.174053,2.183738,-4.706541,1.006895,-1.432738,1.810205,-0.403582,5.111579,-3.583776,0.372473,0.339533,2.696109,1.91541,-0.414694,0.307591,0.810586,-0.156727,-0.251673,-0.468072,0.40252,-0.301028,-0.082804,-0.879536,-0.859217,1.295121,0.578616,0.26289,-0.673532,0.483581,-0.959991,0.866483,-0.277322,-0.051424,0.050555,0.01258,0,cluster0
