@relation krkopt_clustered

@attribute Instance_number numeric
@attribute whitekingfile {a,b,c,d}
@attribute whitekingrank numeric
@attribute whiterookfile {b,c,d,e,f,g,h,a}
@attribute whiterookrank numeric
@attribute blackkingfile {c,d,e,f,g,h,a,b}
@attribute blackkingrank numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
2404,d,3,c,1,b,1,draw,cluster1
2405,d,3,c,1,b,2,draw,cluster1
2406,d,3,c,1,d,1,draw,cluster1
2407,d,3,c,5,b,4,draw,cluster1
2408,d,3,c,5,b,5,draw,cluster1
2409,d,3,c,5,b,6,draw,cluster2
2410,d,3,c,5,c,6,draw,cluster2
2411,d,3,c,5,d,5,draw,cluster1
2412,d,3,c,5,d,6,draw,cluster2
2413,d,3,c,6,b,5,draw,cluster2
2414,d,3,c,6,b,6,draw,cluster2
2415,d,3,c,6,b,7,draw,cluster2
2416,d,3,c,6,c,5,draw,cluster2
2417,d,3,c,6,c,7,draw,cluster2
2418,d,3,c,6,d,5,draw,cluster2
2419,d,3,c,6,d,6,draw,cluster2
2420,d,3,c,6,d,7,draw,cluster2
2421,d,3,c,7,b,6,draw,cluster2
2422,d,3,c,7,b,7,draw,cluster2
2423,d,3,c,7,b,8,draw,cluster2
2424,d,3,c,7,c,6,draw,cluster2
2425,d,3,c,7,c,8,draw,cluster2
2426,d,3,c,7,d,6,draw,cluster2
2427,d,3,c,7,d,7,draw,cluster2
2428,d,3,c,7,d,8,draw,cluster2
2429,d,3,c,8,b,7,draw,cluster2
2430,d,3,c,8,b,8,draw,cluster2
2431,d,3,c,8,c,7,draw,cluster2
2432,d,3,c,8,d,7,draw,cluster2
2433,d,3,c,8,d,8,draw,cluster2
2434,d,3,d,1,c,1,draw,cluster1
2435,d,3,d,1,e,1,draw,cluster1
2436,d,3,d,5,c,5,draw,cluster1
2437,d,3,d,5,c,6,draw,cluster2
2438,d,3,d,5,d,6,draw,cluster2
2439,d,3,d,5,e,5,draw,cluster1
2440,d,3,d,5,e,6,draw,cluster2
2441,d,3,d,6,c,5,draw,cluster2
2442,d,3,d,6,c,6,draw,cluster2
2443,d,3,d,6,c,7,draw,cluster2
2444,d,3,d,6,d,5,draw,cluster2
2445,d,3,d,6,d,7,draw,cluster2
2446,d,3,d,6,e,5,draw,cluster2
2447,d,3,d,6,e,6,draw,cluster2
2448,d,3,d,6,e,7,draw,cluster2
2449,d,3,d,7,c,6,draw,cluster2
2450,d,3,d,7,c,7,draw,cluster2
2451,d,3,d,7,c,8,draw,cluster2
2452,d,3,d,7,d,6,draw,cluster2
2453,d,3,d,7,d,8,draw,cluster2
2454,d,3,d,7,e,6,draw,cluster2
2455,d,3,d,7,e,7,draw,cluster2
2456,d,3,d,7,e,8,draw,cluster2
2457,d,3,d,8,c,7,draw,cluster2
2458,d,3,d,8,c,8,draw,cluster2
2459,d,3,d,8,d,7,draw,cluster2
2460,d,3,d,8,e,7,draw,cluster2
2461,d,3,d,8,e,8,draw,cluster2
2462,d,3,e,1,d,1,draw,cluster0
2463,d,3,e,1,f,1,draw,cluster0
2464,d,3,e,1,f,2,draw,cluster0
2465,d,3,e,5,d,5,draw,cluster0
2466,d,3,e,5,d,6,draw,cluster0
2467,d,3,e,5,e,6,draw,cluster0
2468,d,3,e,5,f,4,draw,cluster0
2469,d,3,e,5,f,5,draw,cluster0
2470,d,3,e,5,f,6,draw,cluster0
2471,d,3,e,6,d,5,draw,cluster0
2472,d,3,e,6,d,6,draw,cluster0
2473,d,3,e,6,d,7,draw,cluster0
2474,d,3,e,6,e,5,draw,cluster0
2475,d,3,e,6,e,7,draw,cluster0
2476,d,3,e,6,f,5,draw,cluster0
2477,d,3,e,6,f,6,draw,cluster0
2478,d,3,e,6,f,7,draw,cluster0
2479,d,3,e,7,d,6,draw,cluster0
2480,d,3,e,7,d,7,draw,cluster0
2481,d,3,e,7,d,8,draw,cluster0
2482,d,3,e,7,e,6,draw,cluster0
2483,d,3,e,7,e,8,draw,cluster0
2484,d,3,e,7,f,6,draw,cluster0
2485,d,3,e,7,f,7,draw,cluster0
2486,d,3,e,7,f,8,draw,cluster0
2487,d,3,e,8,d,7,draw,cluster0
2488,d,3,e,8,d,8,draw,cluster0
2489,d,3,e,8,e,7,draw,cluster0
2490,d,3,e,8,f,7,draw,cluster0
2491,d,3,e,8,f,8,draw,cluster0
2492,d,3,f,1,e,1,draw,cluster2
2493,d,3,f,1,f,2,draw,cluster2
2494,d,3,f,1,g,1,draw,cluster1
2495,d,3,f,1,g,2,draw,cluster1
2496,d,3,f,2,e,1,draw,cluster2
2497,d,3,f,2,f,1,draw,cluster2
2498,d,3,f,2,f,3,draw,cluster2
2499,d,3,f,2,g,1,draw,cluster1
2500,d,3,f,2,g,2,draw,cluster1
2501,d,3,f,2,g,3,draw,cluster1
2502,d,3,f,3,f,2,draw,cluster2
2503,d,3,f,3,f,4,draw,cluster2
2504,d,3,f,3,g,2,draw,cluster1
2505,d,3,f,3,g,3,draw,cluster1
2506,d,3,f,3,g,4,draw,cluster1
2507,d,3,f,4,e,5,draw,cluster2
2508,d,3,f,4,f,3,draw,cluster2
2509,d,3,f,4,f,5,draw,cluster2
2510,d,3,f,4,g,3,draw,cluster1
2511,d,3,f,4,g,4,draw,cluster1
2512,d,3,f,4,g,5,draw,cluster1
2513,d,3,f,5,e,5,draw,cluster2
2514,d,3,f,5,e,6,draw,cluster2
2515,d,3,f,5,f,4,draw,cluster2
2516,d,3,f,5,f,6,draw,cluster2
2517,d,3,f,5,g,4,draw,cluster1
2518,d,3,f,5,g,5,draw,cluster1
2519,d,3,f,5,g,6,draw,cluster2
2520,d,3,f,6,e,5,draw,cluster2
2521,d,3,f,6,e,6,draw,cluster2
2522,d,3,f,6,e,7,draw,cluster2
2523,d,3,f,6,f,5,draw,cluster2
2524,d,3,f,6,f,7,draw,cluster2
2525,d,3,f,6,g,5,draw,cluster2
2526,d,3,f,6,g,6,draw,cluster2
2527,d,3,f,6,g,7,draw,cluster2
2528,d,3,f,7,e,6,draw,cluster2
2529,d,3,f,7,e,7,draw,cluster2
2530,d,3,f,7,e,8,draw,cluster2
2531,d,3,f,7,f,6,draw,cluster2
2532,d,3,f,7,f,8,draw,cluster2
2533,d,3,f,7,g,6,draw,cluster2
2534,d,3,f,7,g,7,draw,cluster2
2535,d,3,f,7,g,8,draw,cluster2
2536,d,3,f,8,e,7,draw,cluster2
2537,d,3,f,8,e,8,draw,cluster2
2538,d,3,f,8,f,7,draw,cluster2
2539,d,3,f,8,g,7,draw,cluster2
2540,d,3,f,8,g,8,draw,cluster2
2541,d,3,g,1,f,1,draw,cluster1
2542,d,3,g,1,f,2,draw,cluster1
2543,d,3,g,1,g,2,draw,cluster1
2544,d,3,g,1,h,1,draw,cluster1
2545,d,3,g,1,h,2,draw,cluster1
2546,d,3,g,2,f,1,draw,cluster1
2547,d,3,g,2,f,2,draw,cluster1
2548,d,3,g,2,f,3,draw,cluster1
2549,d,3,g,2,g,1,draw,cluster1
2550,d,3,g,2,g,3,draw,cluster1
2551,d,3,g,2,h,1,draw,cluster1
2552,d,3,g,2,h,2,draw,cluster1
2553,d,3,g,2,h,3,draw,cluster1
2554,d,3,g,3,f,2,draw,cluster1
2555,d,3,g,3,f,3,draw,cluster1
2556,d,3,g,3,f,4,draw,cluster1
2557,d,3,g,3,g,2,draw,cluster1
2558,d,3,g,3,g,4,draw,cluster1
2559,d,3,g,3,h,2,draw,cluster1
2560,d,3,g,3,h,3,draw,cluster1
2561,d,3,g,3,h,4,draw,cluster1
2562,d,3,g,4,f,3,draw,cluster1
2563,d,3,g,4,f,4,draw,cluster1
2564,d,3,g,4,f,5,draw,cluster1
2565,d,3,g,4,g,3,draw,cluster1
2566,d,3,g,4,g,5,draw,cluster1
2567,d,3,g,4,h,3,draw,cluster1
2568,d,3,g,4,h,4,draw,cluster1
2569,d,3,g,4,h,5,draw,cluster1
2570,d,3,g,5,f,4,draw,cluster1
2571,d,3,g,5,f,5,draw,cluster1
2572,d,3,g,5,f,6,draw,cluster1
2573,d,3,g,5,g,4,draw,cluster1
2574,d,3,g,5,g,6,draw,cluster1
2575,d,3,g,5,h,4,draw,cluster1
2576,d,3,g,5,h,5,draw,cluster1
2577,d,3,g,5,h,6,draw,cluster2
2578,d,3,g,6,f,5,draw,cluster1
2579,d,3,g,6,f,6,draw,cluster1
2580,d,3,g,6,f,7,draw,cluster1
2581,d,3,g,6,g,5,draw,cluster1
2582,d,3,g,6,g,7,draw,cluster1
2583,d,3,g,6,h,5,draw,cluster2
2584,d,3,g,6,h,6,draw,cluster2
2585,d,3,g,6,h,7,draw,cluster2
2586,d,3,g,7,f,6,draw,cluster1
2587,d,3,g,7,f,7,draw,cluster1
2588,d,3,g,7,f,8,draw,cluster1
2589,d,3,g,7,g,6,draw,cluster1
2590,d,3,g,7,g,8,draw,cluster1
2591,d,3,g,7,h,6,draw,cluster2
2592,d,3,g,7,h,7,draw,cluster2
2593,d,3,g,7,h,8,draw,cluster2
2594,d,3,g,8,f,7,draw,cluster1
2595,d,3,g,8,f,8,draw,cluster1
2596,d,3,g,8,g,7,draw,cluster1
2597,d,3,g,8,h,7,draw,cluster2
2598,d,3,g,8,h,8,draw,cluster2
2599,d,3,h,1,g,1,draw,cluster1
2600,d,3,h,1,g,2,draw,cluster1
2601,d,3,h,1,h,2,draw,cluster2
2602,d,3,h,2,g,1,draw,cluster1
2603,d,3,h,2,g,2,draw,cluster1
2604,d,3,h,2,g,3,draw,cluster1
2605,d,3,h,2,h,1,draw,cluster2
2606,d,3,h,2,h,3,draw,cluster2
2607,d,3,h,3,g,2,draw,cluster1
2608,d,3,h,3,g,3,draw,cluster1
2609,d,3,h,3,g,4,draw,cluster1
2610,d,3,h,3,h,2,draw,cluster2
2611,d,3,h,3,h,4,draw,cluster2
2612,d,3,h,4,g,3,draw,cluster1
2613,d,3,h,4,g,4,draw,cluster1
2614,d,3,h,4,g,5,draw,cluster1
2615,d,3,h,4,h,3,draw,cluster2
2616,d,3,h,4,h,5,draw,cluster2
2617,d,3,h,5,g,4,draw,cluster1
2618,d,3,h,5,g,5,draw,cluster1
2619,d,3,h,5,g,6,draw,cluster1
2620,d,3,h,5,h,4,draw,cluster2
2621,d,3,h,5,h,6,draw,cluster2
2622,d,3,h,6,g,5,draw,cluster1
2623,d,3,h,6,g,6,draw,cluster1
2624,d,3,h,6,g,7,draw,cluster1
2625,d,3,h,6,h,5,draw,cluster2
2626,d,3,h,6,h,7,draw,cluster2
2627,d,3,h,7,g,6,draw,cluster1
2628,d,3,h,7,g,7,draw,cluster1
2629,d,3,h,7,g,8,draw,cluster1
2630,d,3,h,7,h,6,draw,cluster2
2631,d,3,h,7,h,8,draw,cluster2
2632,d,3,h,8,g,7,draw,cluster1
2633,d,3,h,8,g,8,draw,cluster1
2634,d,3,h,8,h,7,draw,cluster2
2635,d,4,a,1,b,1,draw,cluster1
2636,d,4,a,1,b,2,draw,cluster1
2637,d,4,a,2,b,1,draw,cluster1
2638,d,4,b,1,a,1,draw,cluster1
2639,d,4,b,1,b,2,draw,cluster1
2640,d,4,b,1,c,1,draw,cluster1
2641,d,4,b,1,c,2,draw,cluster1
2642,d,4,b,2,a,1,draw,cluster1
2643,d,4,b,2,b,1,draw,cluster1
2644,d,4,b,2,c,1,draw,cluster1
2645,d,4,b,2,c,2,draw,cluster1
2646,d,4,b,3,c,2,draw,cluster1
2647,d,4,c,1,b,1,draw,cluster1
2648,d,4,c,1,b,2,draw,cluster1
2649,d,4,c,1,c,2,draw,cluster1
2650,d,4,c,1,d,1,draw,cluster1
2651,d,4,c,1,d,2,draw,cluster1
2652,d,4,c,2,b,1,draw,cluster1
2653,d,4,c,2,b,2,draw,cluster1
2654,d,4,c,2,c,1,draw,cluster1
2655,d,4,c,2,d,1,draw,cluster1
2656,d,4,c,2,d,2,draw,cluster1
2657,d,4,d,1,c,1,draw,cluster1
2658,d,4,d,1,c,2,draw,cluster1
2659,d,4,d,1,d,2,draw,cluster1
2660,d,4,d,1,e,1,draw,cluster1
2661,d,4,d,1,e,2,draw,cluster1
2662,d,4,d,2,c,1,draw,cluster1
2663,d,4,d,2,c,2,draw,cluster1
2664,d,4,d,2,d,1,draw,cluster1
2665,d,4,d,2,e,1,draw,cluster1
2666,d,4,d,2,e,2,draw,cluster1
2667,d,4,e,1,d,1,draw,cluster0
2668,d,4,e,1,d,2,draw,cluster0
2669,d,4,e,1,e,2,draw,cluster0
2670,d,4,e,1,f,1,draw,cluster0
2671,d,4,e,1,f,2,draw,cluster0
2672,d,4,e,2,d,1,draw,cluster0
2673,d,4,e,2,d,2,draw,cluster0
2674,d,4,e,2,e,1,draw,cluster0
2675,d,4,e,2,f,1,draw,cluster0
2676,d,4,e,2,f,2,draw,cluster0
2677,d,4,e,2,f,3,draw,cluster0
2678,d,4,e,6,f,5,draw,cluster0
2679,d,4,f,1,e,1,draw,cluster2
2680,d,4,f,1,e,2,draw,cluster2
2681,d,4,f,1,f,2,draw,cluster2
2682,d,4,f,1,g,1,draw,cluster1
2683,d,4,f,1,g,2,draw,cluster1
2684,d,4,f,2,e,1,draw,cluster2
2685,d,4,f,2,e,2,draw,cluster2
2686,d,4,f,2,f,1,draw,cluster2
2687,d,4,f,2,f,3,draw,cluster2
2688,d,4,f,2,g,1,draw,cluster1
2689,d,4,f,2,g,2,draw,cluster1
2690,d,4,f,2,g,3,draw,cluster1
2691,d,4,f,3,e,2,draw,cluster2
2692,d,4,f,3,f,2,draw,cluster2
2693,d,4,f,3,f,4,draw,cluster2
2694,d,4,f,3,g,2,draw,cluster1
2695,d,4,f,3,g,3,draw,cluster1
2696,d,4,f,3,g,4,draw,cluster1
2697,d,4,f,4,f,3,draw,cluster2
2698,d,4,f,4,f,5,draw,cluster2
2699,d,4,f,4,g,3,draw,cluster1
2700,d,4,f,4,g,4,draw,cluster1
2701,d,4,f,4,g,5,draw,cluster1
2702,d,4,f,5,f,4,draw,cluster2
2703,d,4,f,5,f,6,draw,cluster2
2704,d,4,f,5,g,4,draw,cluster1
2705,d,4,f,5,g,5,draw,cluster1
2706,d,4,f,5,g,6,draw,cluster1
2707,d,4,f,6,f,5,draw,cluster2
2708,d,4,f,6,g,5,draw,cluster1
2709,d,4,f,6,g,6,draw,cluster1
2710,d,4,f,6,g,7,draw,cluster1
2711,d,4,f,7,g,6,draw,cluster1
2712,d,4,g,1,f,1,draw,cluster1
2713,d,4,g,1,f,2,draw,cluster1
2714,d,4,g,1,g,2,draw,cluster1
2715,d,4,g,1,h,1,draw,cluster1
2716,d,4,g,1,h,2,draw,cluster1
2717,d,4,g,2,f,1,draw,cluster1
2718,d,4,g,2,f,2,draw,cluster1
2719,d,4,g,2,f,3,draw,cluster1
2720,d,4,g,2,g,1,draw,cluster1
2721,d,4,g,2,g,3,draw,cluster1
2722,d,4,g,2,h,1,draw,cluster1
2723,d,4,g,2,h,2,draw,cluster1
2724,d,4,g,2,h,3,draw,cluster1
2725,d,4,g,3,f,2,draw,cluster1
2726,d,4,g,3,f,3,draw,cluster1
2727,d,4,g,3,f,4,draw,cluster1
2728,d,4,g,3,g,2,draw,cluster1
2729,d,4,g,3,g,4,draw,cluster1
2730,d,4,g,3,h,2,draw,cluster1
2731,d,4,g,3,h,3,draw,cluster1
2732,d,4,g,3,h,4,draw,cluster1
2733,d,4,g,4,f,3,draw,cluster1
2734,d,4,g,4,f,4,draw,cluster1
2735,d,4,g,4,f,5,draw,cluster1
2736,d,4,g,4,g,3,draw,cluster1
2737,d,4,g,4,g,5,draw,cluster1
2738,d,4,g,4,h,3,draw,cluster1
2739,d,4,g,4,h,4,draw,cluster1
2740,d,4,g,4,h,5,draw,cluster1
2741,d,4,g,5,f,4,draw,cluster1
2742,d,4,g,5,f,5,draw,cluster1
2743,d,4,g,5,f,6,draw,cluster1
2744,d,4,g,5,g,4,draw,cluster1
2745,d,4,g,5,g,6,draw,cluster1
2746,d,4,g,5,h,4,draw,cluster1
2747,d,4,g,5,h,5,draw,cluster1
2748,d,4,g,5,h,6,draw,cluster1
2749,d,4,g,6,f,5,draw,cluster1
2750,d,4,g,6,f,6,draw,cluster1
2751,d,4,g,6,g,5,draw,cluster1
2752,d,4,g,6,g,7,draw,cluster1
2753,d,4,g,6,h,5,draw,cluster1
2754,d,4,g,6,h,6,draw,cluster1
2755,d,4,g,6,h,7,draw,cluster1
2756,d,4,g,7,f,6,draw,cluster1
2757,d,4,g,7,g,6,draw,cluster1
2758,d,4,g,7,h,6,draw,cluster1
2759,d,4,g,7,h,7,draw,cluster2
2760,d,4,g,7,h,8,draw,cluster2
2761,d,4,g,8,h,7,draw,cluster2
2762,d,4,h,1,g,1,draw,cluster1
2763,d,4,h,1,g,2,draw,cluster1
2764,d,4,h,1,h,2,draw,cluster2
2765,d,4,h,2,g,1,draw,cluster1
2766,d,4,h,2,g,2,draw,cluster1
2767,d,4,h,2,g,3,draw,cluster1
2768,d,4,h,2,h,1,draw,cluster2
2769,d,4,h,2,h,3,draw,cluster2
2770,d,4,h,3,g,2,draw,cluster1
2771,d,4,h,3,g,3,draw,cluster1
2772,d,4,h,3,g,4,draw,cluster1
2773,d,4,h,3,h,2,draw,cluster2
2774,d,4,h,3,h,4,draw,cluster2
2775,d,4,h,4,g,3,draw,cluster1
2776,d,4,h,4,g,4,draw,cluster1
2777,d,4,h,4,g,5,draw,cluster1
2778,d,4,h,4,h,3,draw,cluster2
2779,d,4,h,4,h,5,draw,cluster2
2780,d,4,h,5,g,4,draw,cluster1
2781,d,4,h,5,g,5,draw,cluster1
2782,d,4,h,5,g,6,draw,cluster1
2783,d,4,h,5,h,4,draw,cluster2
2784,d,4,h,5,h,6,draw,cluster2
2785,d,4,h,6,g,5,draw,cluster1
2786,d,4,h,6,g,6,draw,cluster1
2787,d,4,h,6,g,7,draw,cluster1
2788,d,4,h,6,h,5,draw,cluster2
2789,d,4,h,6,h,7,draw,cluster2
2790,d,4,h,7,g,6,draw,cluster1
2791,d,4,h,7,g,7,draw,cluster1
2792,d,4,h,7,h,6,draw,cluster2
2793,d,4,h,7,h,8,draw,cluster2
2794,d,4,h,8,g,7,draw,cluster1
2795,d,4,h,8,h,7,draw,cluster2
2796,c,1,a,3,a,1,zero,cluster3
2797,c,1,a,4,a,1,zero,cluster3
2798,c,1,a,5,a,1,zero,cluster3
2799,c,1,a,6,a,1,zero,cluster3
2800,c,1,a,7,a,1,zero,cluster3
2801,c,1,a,8,a,1,zero,cluster3
2802,c,2,a,3,a,1,zero,cluster3
2803,c,2,a,4,a,1,zero,cluster3
2804,c,2,a,4,a,2,zero,cluster3
2805,c,2,a,5,a,1,zero,cluster3
2806,c,2,a,5,a,2,zero,cluster3
2807,c,2,a,6,a,1,zero,cluster3
2808,c,2,a,6,a,2,zero,cluster3
2809,c,2,a,7,a,1,zero,cluster3
2810,c,2,a,7,a,2,zero,cluster3
2811,c,2,a,8,a,1,zero,cluster3
2812,c,2,a,8,a,2,zero,cluster3
2813,c,3,a,1,c,1,zero,cluster3
2814,c,3,e,1,c,1,zero,cluster0
2815,c,3,f,1,c,1,zero,cluster2
2816,c,3,g,1,c,1,zero,cluster1
2817,c,3,h,1,c,1,zero,cluster3
2818,d,3,a,1,d,1,zero,cluster1
2819,d,3,b,1,d,1,zero,cluster1
2820,d,3,f,1,d,1,zero,cluster2
2821,d,3,g,1,d,1,zero,cluster1
2822,d,3,h,1,d,1,zero,cluster3
2823,c,1,c,3,a,2,one,cluster3
2824,c,1,d,3,a,2,one,cluster3
2825,c,1,e,3,a,2,one,cluster3
2826,c,1,f,3,a,2,one,cluster3
2827,c,1,g,3,a,2,one,cluster3
2828,c,1,h,3,a,2,one,cluster3
2829,c,2,b,3,a,2,one,cluster3
2830,c,2,b,4,a,1,one,cluster3
2831,c,2,b,5,a,1,one,cluster3
2832,c,2,b,6,a,1,one,cluster3
2833,c,2,b,7,a,1,one,cluster3
2834,c,2,b,8,a,1,one,cluster3
2835,c,2,c,3,a,2,one,cluster3
2836,c,2,c,4,a,1,one,cluster3
2837,c,2,c,4,a,3,one,cluster3
2838,c,2,c,5,a,1,one,cluster3
2839,c,2,c,6,a,1,one,cluster3
2840,c,2,c,7,a,1,one,cluster3
2841,c,2,c,8,a,1,one,cluster3
2842,c,2,d,3,a,2,one,cluster3
2843,c,2,d,4,a,1,one,cluster3
2844,c,2,d,4,a,3,one,cluster3
2845,c,2,d,5,a,1,one,cluster3
2846,c,2,d,6,a,1,one,cluster3
2847,c,2,d,7,a,1,one,cluster3
2848,c,2,d,8,a,1,one,cluster3
2849,c,2,e,3,a,2,one,cluster0
2850,c,2,e,4,a,1,one,cluster3
2851,c,2,e,4,a,3,one,cluster0
2852,c,2,e,5,a,1,one,cluster3
2853,c,2,e,6,a,1,one,cluster3
2854,c,2,e,7,a,1,one,cluster3
2855,c,2,e,8,a,1,one,cluster3
2856,c,2,f,3,a,2,one,cluster2
2857,c,2,f,4,a,1,one,cluster2
2858,c,2,f,4,a,3,one,cluster2
2859,c,2,f,5,a,1,one,cluster2
2860,c,2,f,6,a,1,one,cluster2
2861,c,2,f,7,a,1,one,cluster2
2862,c,2,f,8,a,1,one,cluster2
2863,c,2,g,3,a,2,one,cluster1
2864,c,2,g,4,a,1,one,cluster1
2865,c,2,g,4,a,3,one,cluster1
2866,c,2,g,5,a,1,one,cluster1
2867,c,2,g,6,a,1,one,cluster1
2868,c,2,g,7,a,1,one,cluster1
2869,c,2,g,8,a,1,one,cluster1
2870,c,2,h,3,a,2,one,cluster3
2871,c,2,h,4,a,1,one,cluster3
2872,c,2,h,4,a,3,one,cluster3
2873,c,2,h,5,a,1,one,cluster3
2874,c,2,h,6,a,1,one,cluster3
2875,c,2,h,7,a,1,one,cluster3
2876,c,2,h,8,a,1,one,cluster3
2877,c,3,a,3,b,1,one,cluster3
2878,c,3,a,4,b,1,one,cluster3
2879,c,3,a,5,b,1,one,cluster3
2880,c,3,a,6,b,1,one,cluster3
2881,c,3,a,7,b,1,one,cluster3
2882,c,3,a,8,b,1,one,cluster3
2883,c,3,e,3,d,1,one,cluster3
2884,c,3,e,4,d,1,one,cluster3
2885,c,3,e,5,d,1,one,cluster3
2886,c,3,e,6,d,1,one,cluster3
2887,c,3,e,7,d,1,one,cluster3
2888,c,3,e,8,d,1,one,cluster3
2889,d,3,b,3,c,1,one,cluster1
2890,d,3,b,4,c,1,one,cluster1
2891,d,3,b,5,c,1,one,cluster1
2892,d,3,b,6,c,1,one,cluster1
2893,d,3,b,7,c,1,one,cluster1
2894,d,3,b,8,c,1,one,cluster1
2895,d,3,f,3,e,1,one,cluster2
2896,d,3,f,4,e,1,one,cluster2
2897,d,3,f,5,e,1,one,cluster2
2898,d,3,f,6,e,1,one,cluster2
2899,d,3,f,7,e,1,one,cluster2
2900,d,3,f,8,e,1,one,cluster2
2901,c,1,b,3,a,1,two,cluster3
2902,c,1,c,3,a,1,two,cluster3
2903,c,1,c,4,a,1,two,cluster3
2904,c,1,c,5,a,1,two,cluster3
2905,c,1,c,6,a,1,two,cluster3
2906,c,1,c,7,a,1,two,cluster3
2907,c,1,c,8,a,1,two,cluster3
2908,c,1,d,1,a,1,two,cluster3
2909,c,1,d,3,a,1,two,cluster3
2910,c,1,d,4,a,1,two,cluster3
2911,c,1,d,5,a,1,two,cluster3
2912,c,1,d,6,a,1,two,cluster3
2913,c,1,d,7,a,1,two,cluster3
2914,c,1,d,8,a,1,two,cluster3
2915,c,1,e,1,a,1,two,cluster0
2916,c,1,e,3,a,1,two,cluster3
2917,c,1,e,4,a,1,two,cluster3
2918,c,1,e,5,a,1,two,cluster3
2919,c,1,e,6,a,1,two,cluster3
2920,c,1,e,7,a,1,two,cluster3
2921,c,1,e,8,a,1,two,cluster3
2922,c,1,f,1,a,1,two,cluster3
2923,c,1,f,3,a,1,two,cluster3
2924,c,1,f,4,a,1,two,cluster3
2925,c,1,f,5,a,1,two,cluster3
2926,c,1,f,6,a,1,two,cluster3
2927,c,1,f,7,a,1,two,cluster3
2928,c,1,f,8,a,1,two,cluster3
2929,c,1,g,1,a,1,two,cluster3
2930,c,1,g,3,a,1,two,cluster3
2931,c,1,g,4,a,1,two,cluster3
2932,c,1,g,5,a,1,two,cluster3
2933,c,1,g,6,a,1,two,cluster3
2934,c,1,g,7,a,1,two,cluster3
2935,c,1,g,8,a,1,two,cluster3
2936,c,1,h,1,a,1,two,cluster3
2937,c,1,h,3,a,1,two,cluster3
2938,c,1,h,4,a,1,two,cluster3
2939,c,1,h,5,a,1,two,cluster3
2940,c,1,h,6,a,1,two,cluster3
2941,c,1,h,7,a,1,two,cluster3
2942,c,1,h,8,a,1,two,cluster3
2943,c,2,b,1,a,1,two,cluster3
2944,c,2,b,3,a,1,two,cluster3
2945,c,2,b,4,a,2,two,cluster3
2946,c,2,c,1,a,1,two,cluster3
2947,c,2,c,3,a,1,two,cluster3
2948,c,2,c,4,a,2,two,cluster3
2949,c,2,c,5,a,2,two,cluster3
2950,c,2,c,6,a,2,two,cluster3
2951,c,2,c,7,a,2,two,cluster3
2952,c,2,c,8,a,2,two,cluster3
2953,c,2,d,1,a,1,two,cluster3
2954,c,2,d,1,a,2,two,cluster3
2955,c,2,d,2,a,1,two,cluster3
2956,c,2,d,2,a,2,two,cluster3
2957,c,2,d,3,a,1,two,cluster3
2958,c,2,d,4,a,2,two,cluster3
2959,c,2,d,5,a,2,two,cluster3
2960,c,2,d,6,a,2,two,cluster3
2961,c,2,d,7,a,2,two,cluster3
2962,c,2,d,8,a,2,two,cluster3
2963,c,2,e,1,a,1,two,cluster0
2964,c,2,e,1,a,2,two,cluster0
2965,c,2,e,2,a,1,two,cluster0
2966,c,2,e,2,a,2,two,cluster0
2967,c,2,e,3,a,1,two,cluster0
2968,c,2,e,4,a,2,two,cluster3
2969,c,2,e,5,a,2,two,cluster3
2970,c,2,e,6,a,2,two,cluster3
2971,c,2,e,7,a,2,two,cluster3
2972,c,2,e,8,a,2,two,cluster3
2973,c,2,f,1,a,1,two,cluster2
2974,c,2,f,1,a,2,two,cluster2
2975,c,2,f,2,a,1,two,cluster2
2976,c,2,f,2,a,2,two,cluster2
2977,c,2,f,3,a,1,two,cluster2
2978,c,2,f,4,a,2,two,cluster2
2979,c,2,f,5,a,2,two,cluster2
2980,c,2,f,6,a,2,two,cluster2
2981,c,2,f,7,a,2,two,cluster2
2982,c,2,f,8,a,2,two,cluster2
2983,c,2,g,1,a,1,two,cluster1
2984,c,2,g,1,a,2,two,cluster1
2985,c,2,g,2,a,1,two,cluster1
2986,c,2,g,2,a,2,two,cluster1
2987,c,2,g,3,a,1,two,cluster1
2988,c,2,g,4,a,2,two,cluster1
2989,c,2,g,5,a,2,two,cluster1
2990,c,2,g,6,a,2,two,cluster1
2991,c,2,g,7,a,2,two,cluster1
2992,c,2,g,8,a,2,two,cluster1
2993,c,2,h,1,a,1,two,cluster3
2994,c,2,h,1,a,2,two,cluster3
2995,c,2,h,2,a,1,two,cluster3
2996,c,2,h,2,a,2,two,cluster3
2997,c,2,h,3,a,1,two,cluster3
2998,c,2,h,4,a,2,two,cluster3
2999,c,2,h,5,a,2,two,cluster3
3000,c,2,h,6,a,2,two,cluster3
3001,c,2,h,7,a,2,two,cluster3
3002,c,2,h,8,a,2,two,cluster3
3003,c,3,a,4,c,1,two,cluster3
3004,c,3,a,5,c,1,two,cluster3
3005,c,3,a,6,c,1,two,cluster3
3006,c,3,a,7,c,1,two,cluster3
3007,c,3,a,8,c,1,two,cluster3
3008,c,3,b,4,c,1,two,cluster3
3009,c,3,b,5,c,1,two,cluster3
