@relation krkopt_clustered-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute Instance_number numeric
@attribute whitekingfile {a,b,c,d}
@attribute whitekingrank numeric
@attribute whiterookfile {b,c,d,e,f,g,h,a}
@attribute whiterookrank numeric
@attribute blackkingfile {c,d,e,f,g,h,a,b}
@attribute blackkingrank numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
10767,b,2,f,2,h,7,eleven,cluster2
5372,c,1,g,3,e,1,eight,cluster3
10437,a,1,h,8,d,1,eleven,cluster3
6029,d,3,c,1,g,1,eight,cluster1
23842,c,2,d,1,f,2,fourteen,cluster3
21947,b,1,g,1,g,7,fourteen,cluster1
27673,a,1,b,2,e,5,sixteen,cluster0
1641,d,1,a,5,b,4,draw,cluster0
17045,b,1,b,2,h,6,thirteen,cluster0
10499,b,1,c,5,b,7,eleven,cluster3
27770,a,1,d,4,f,5,sixteen,cluster3
22113,b,1,h,4,f,5,fourteen,cluster3
23188,c,1,e,5,d,7,fourteen,cluster3
13673,b,2,e,6,h,2,twelve,cluster2
21512,b,1,b,4,h,5,fourteen,cluster3
24689,d,1,e,1,c,4,fourteen,cluster0
20137,d,2,b,2,f,8,thirteen,cluster0
23586,c,1,h,4,e,7,fourteen,cluster3
16191,d,3,b,7,g,4,twelve,cluster1
25797,a,1,e,5,c,1,fifteen,cluster0
5749,d,1,e,4,g,1,eight,cluster0
19182,c,2,h,7,b,6,thirteen,cluster3
21681,b,1,d,2,f,7,fourteen,cluster3
19536,d,1,b,5,f,4,thirteen,cluster0
535,b,1,g,8,g,7,draw,cluster1
25564,a,1,a,8,f,5,fifteen,cluster3
6257,d,4,a,5,d,2,eight,cluster1
2612,d,3,h,4,g,3,draw,cluster1
9964,d,3,f,7,h,5,ten,cluster2
13590,b,2,a,8,f,2,twelve,cluster2
21371,b,1,a,4,e,8,fourteen,cluster3
12164,d,2,e,5,b,8,eleven,cluster0
19787,d,1,e,7,g,4,thirteen,cluster0
9357,d,1,e,4,f,2,ten,cluster0
26685,b,1,h,8,e,6,fifteen,cluster3
15947,d,2,h,5,d,6,twelve,cluster3
27482,d,1,d,6,e,3,fifteen,cluster2
9897,d,3,e,7,h,4,ten,cluster2
26293,b,1,d,4,e,6,fifteen,cluster0
21256,a,1,h,5,h,3,fourteen,cluster3
3924,c,1,c,2,f,1,six,cluster3
7304,c,3,e,7,e,1,nine,cluster1
4517,b,1,c,2,e,1,seven,cluster0
27011,c,1,d,1,f,3,fifteen,cluster3
17767,b,2,e,8,f,4,thirteen,cluster0
296,b,1,c,6,d,6,draw,cluster3
1601,c,3,h,4,g,4,draw,cluster3
11361,c,2,h,1,b,7,eleven,cluster3
7529,d,2,g,4,a,8,nine,cluster1
20562,d,2,g,1,b,6,thirteen,cluster0
9010,c,2,f,7,a,4,ten,cluster2
9140,c,3,b,7,f,1,ten,cluster2
22562,b,2,h,2,f,5,fourteen,cluster3
18031,c,1,d,4,e,8,thirteen,cluster0
27968,b,1,c,6,e,2,sixteen,cluster3
13116,d,4,h,1,g,4,eleven,cluster1
24164,d,1,a,2,e,4,fourteen,cluster0
10658,b,2,a,1,g,2,eleven,cluster1
2775,d,4,h,4,g,3,draw,cluster1
9510,d,2,d,3,a,7,ten,cluster2
15603,d,2,b,6,e,7,twelve,cluster2
27371,d,1,b,7,d,4,fifteen,cluster3
26433,b,1,f,7,d,3,fifteen,cluster3
8825,c,1,h,7,h,1,ten,cluster3
14998,c,3,e,1,f,3,twelve,cluster0
20237,d,2,b,8,g,4,thirteen,cluster0
3299,d,2,e,3,b,1,four,cluster0
9168,c,3,c,6,f,2,ten,cluster2
9122,c,3,b,5,e,2,ten,cluster2
6979,c,1,g,4,h,6,nine,cluster1
9835,d,3,e,2,f,8,ten,cluster0
6303,d,4,b,7,b,1,eight,cluster1
21141,a,1,e,5,f,2,fourteen,cluster3
15436,d,1,g,7,a,4,twelve,cluster1
14725,c,2,h,4,g,7,twelve,cluster3
1074,c,1,g,7,f,6,draw,cluster3
17342,b,1,e,8,h,6,thirteen,cluster0
7864,d,3,h,1,a,7,nine,cluster1
11666,d,1,c,1,a,4,eleven,cluster0
17804,b,2,h,2,h,7,thirteen,cluster0
16121,d,3,b,1,g,6,twelve,cluster0
3515,d,1,e,7,b,1,five,cluster0
4766,d,2,b,3,a,6,seven,cluster0
13591,b,2,a,8,h,3,twelve,cluster2
18174,c,1,e,7,b,3,thirteen,cluster0
6024,d,3,c,1,a,8,eight,cluster0
10442,b,1,a,2,a,7,eleven,cluster0
2705,d,4,f,5,g,5,draw,cluster1
21878,b,1,f,2,f,7,fourteen,cluster3
4182,d,2,c,8,h,1,six,cluster2
19311,c,3,d,1,e,3,thirteen,cluster0
14416,c,2,e,1,a,5,twelve,cluster0
14934,c,3,c,8,g,6,twelve,cluster1
23795,c,2,c,5,e,5,fourteen,cluster3
18855,c,2,e,7,b,6,thirteen,cluster0
6237,d,3,h,8,g,1,eight,cluster1
10597,b,1,f,4,a,7,eleven,cluster2
16325,d,3,d,2,d,7,twelve,cluster0
9602,d,2,f,3,a,4,ten,cluster2
8486,b,1,c,8,b,4,ten,cluster2
22589,b,2,h,7,f,4,fourteen,cluster3
25175,d,1,h,6,d,3,fourteen,cluster3
19348,c,3,e,6,f,4,thirteen,cluster0
17018,b,1,a,5,g,6,thirteen,cluster0
11423,c,3,b,2,h,7,eleven,cluster2
11257,c,2,f,1,h,3,eleven,cluster2
26673,b,1,h,7,h,5,fifteen,cluster3
22370,b,2,d,2,f,5,fourteen,cluster3
6683,b,1,c,4,g,1,nine,cluster1
27491,d,1,d,7,d,5,fifteen,cluster3
575,b,2,d,1,d,2,draw,cluster3
14632,c,2,f,6,h,4,twelve,cluster2
26732,b,2,c,8,d,3,fifteen,cluster3
6981,c,1,g,5,h,3,nine,cluster1
11735,d,1,d,3,a,7,eleven,cluster0
12837,d,3,h,4,f,8,eleven,cluster2
23262,c,1,f,2,b,4,fourteen,cluster3
15722,d,2,e,1,e,6,twelve,cluster0
1194,c,2,c,5,b,5,draw,cluster3
2711,d,4,f,7,g,6,draw,cluster1
14567,c,2,e,8,b,5,twelve,cluster3
20732,d,2,h,1,g,4,thirteen,cluster0
24311,d,1,a,8,d,6,fourteen,cluster3
27325,d,1,b,1,d,4,fifteen,cluster0
8810,c,1,h,4,f,3,ten,cluster3
16352,d,3,d,8,d,5,twelve,cluster2
5538,c,2,e,5,h,1,eight,cluster2
18747,c,2,d,1,f,7,thirteen,cluster0
17123,b,1,d,3,h,8,thirteen,cluster0
3827,d,3,g,4,b,1,five,cluster1
24986,d,1,g,5,e,7,fourteen,cluster1
26544,b,1,g,7,c,3,fifteen,cluster1
11617,c,3,h,1,h,6,eleven,cluster3
11342,c,2,g,5,g,1,eleven,cluster1
18847,c,2,e,6,b,4,thirteen,cluster0
22347,b,2,c,8,g,5,fourteen,cluster3
9013,c,2,f,7,e,1,ten,cluster2
12655,d,3,e,3,e,7,eleven,cluster0
26934,c,1,c,2,f,3,fifteen,cluster3
19088,c,2,h,1,f,6,thirteen,cluster3
22390,b,2,d,5,f,4,fourteen,cluster3
6975,c,1,g,3,h,6,nine,cluster1
13729,b,2,f,5,h,7,twelve,cluster2
20494,d,2,f,2,d,8,thirteen,cluster0
8062,d,4,c,4,h,3,nine,cluster1
26391,b,1,f,2,e,6,fifteen,cluster2
26064,b,1,b,3,e,7,fifteen,cluster0
3014,c,3,c,2,a,1,two,cluster3
4464,d,4,e,4,h,3,six,cluster2
23402,c,1,g,4,c,8,fourteen,cluster3
8514,b,1,f,3,f,1,ten,cluster2
12249,d,2,g,6,a,8,eleven,cluster1
4051,d,1,d,4,g,1,six,cluster0
20148,d,2,b,3,c,6,thirteen,cluster0
20675,d,2,g,7,b,4,thirteen,cluster1
20743,d,2,h,2,c,6,thirteen,cluster0
3705,d,3,a,8,c,1,five,cluster1
12372,d,3,a,5,e,6,eleven,cluster2
7582,d,3,a,7,h,3,nine,cluster1
20600,d,2,g,2,e,7,thirteen,cluster0
24987,d,1,g,5,e,8,fourteen,cluster1
1655,d,1,a,8,b,7,draw,cluster2
4041,d,1,c,7,f,1,six,cluster2
16600,d,3,h,2,b,4,twelve,cluster1
14581,c,2,e,8,g,5,twelve,cluster0
5818,d,2,a,7,h,2,eight,cluster2
5043,d,3,h,6,h,1,seven,cluster2
9142,c,3,b,7,g,2,ten,cluster1
23676,c,2,a,2,e,4,fourteen,cluster3
16014,d,3,a,2,e,5,twelve,cluster1
25631,a,1,b,7,g,4,fifteen,cluster0
15708,d,2,d,7,h,6,twelve,cluster2
27506,d,1,e,6,e,4,fifteen,cluster0
12747,d,3,f,7,a,5,eleven,cluster2
27373,d,1,b,7,d,6,fifteen,cluster3
17149,b,1,d,5,b,6,thirteen,cluster0
21885,b,1,f,3,e,8,fourteen,cluster3
12851,d,3,h,5,d,7,eleven,cluster3
21298,b,1,a,1,e,3,fourteen,cluster3
11784,d,1,e,5,f,1,eleven,cluster0
3199,d,2,d,3,b,2,three,cluster1
22005,b,1,g,5,e,2,fourteen,cluster3
24426,d,1,b,5,c,7,fourteen,cluster3
24506,d,1,c,2,c,8,fourteen,cluster0
19345,c,3,d,8,f,4,thirteen,cluster3
14532,c,2,e,6,f,2,twelve,cluster3
13560,b,1,h,8,g,1,twelve,cluster3
22262,b,2,b,1,g,7,fourteen,cluster0
18990,c,2,g,2,g,6,thirteen,cluster0
16761,a,1,a,5,g,4,thirteen,cluster0
6382,d,4,e,4,e,1,eight,cluster0
13444,b,1,f,1,h,8,twelve,cluster2
26996,c,1,c,8,e,8,fifteen,cluster3
26074,b,1,b,4,b,6,fifteen,cluster0
11287,c,2,f,4,a,4,eleven,cluster2
7138,c,2,e,7,g,1,nine,cluster1
11386,c,2,h,6,b,8,eleven,cluster3
6510,d,4,g,2,h,4,eight,cluster1
26834,b,2,h,8,e,3,fifteen,cluster3
21012,a,1,b,6,d,1,fourteen,cluster3
14354,c,2,c,6,g,7,twelve,cluster3
19947,d,1,h,8,b,6,thirteen,cluster0
6974,c,1,g,3,h,5,nine,cluster1
5853,d,2,c,4,a,4,eight,cluster2
5892,d,2,d,8,g,2,eight,cluster1
14515,c,2,e,5,f,7,twelve,cluster0
1502,c,3,f,2,e,3,draw,cluster2
11518,c,3,e,4,h,6,eleven,cluster2
11367,c,2,h,2,b,7,eleven,cluster3
5903,d,2,f,5,g,2,eight,cluster1
15176,d,1,a,8,h,4,twelve,cluster2
21941,b,1,g,1,f,7,fourteen,cluster3
1777,d,1,d,6,d,5,draw,cluster3
11189,c,2,d,8,c,6,eleven,cluster3
4540,c,1,a,3,h,2,seven,cluster3
369,b,1,e,2,d,1,draw,cluster0
4666,c,2,g,3,h,8,seven,cluster2
4310,d,3,c,6,b,2,six,cluster1
12982,d,4,c,1,g,5,eleven,cluster1
6225,d,3,h,6,e,1,eight,cluster1
20593,d,2,g,2,c,7,thirteen,cluster0
27410,d,1,c,2,d,4,fifteen,cluster0
16382,d,3,f,1,d,5,twelve,cluster2
26331,b,1,d,8,f,5,fifteen,cluster3
5974,d,3,a,7,g,8,eight,cluster1
14680,c,2,g,6,e,8,twelve,cluster3
670,b,2,g,1,f,2,draw,cluster1
10826,c,1,b,4,e,3,eleven,cluster3
1810,d,1,e,5,d,5,draw,cluster0
25927,a,1,h,1,f,5,fifteen,cluster3
22443,b,2,e,6,d,3,fourteen,cluster3
18396,c,2,a,1,f,7,thirteen,cluster0
18822,c,2,d,8,h,8,thirteen,cluster2
12141,d,2,e,3,f,8,eleven,cluster0
1306,c,2,e,8,f,8,draw,cluster3
27308,c,2,f,2,d,4,fifteen,cluster3
22938,c,1,b,7,b,4,fourteen,cluster3
21733,b,1,d,8,g,8,fourteen,cluster3
6301,d,4,b,6,d,2,eight,cluster1
1059,c,1,g,5,f,5,draw,cluster3
10210,d,4,e,6,f,3,ten,cluster2
13665,b,2,e,4,h,7,twelve,cluster0
14768,c,2,h,8,b,6,twelve,cluster3
20751,d,2,h,2,e,6,thirteen,cluster0
8862,c,2,b,1,g,2,ten,cluster1
7043,c,2,c,5,a,6,nine,cluster3
3516,d,1,e,8,a,1,five,cluster0
16576,d,3,g,8,f,4,twelve,cluster1
14615,c,2,f,5,e,2,twelve,cluster2
3176,c,3,h,2,a,1,three,cluster3
26567,b,1,g,8,d,6,fifteen,cluster3
3766,d,3,d,7,a,1,five,cluster1
26660,b,1,h,7,d,5,fifteen,cluster3
6035,d,3,c,2,g,2,eight,cluster1
20108,d,2,b,1,f,4,thirteen,cluster0
6767,b,2,a,3,e,2,nine,cluster1
11754,d,1,d,7,b,8,eleven,cluster0
15672,d,2,d,3,g,6,twelve,cluster0
6970,c,1,f,5,h,1,nine,cluster2
12613,d,3,e,1,f,3,eleven,cluster0
27388,d,1,b,8,d,6,fifteen,cluster3
18902,c,2,f,2,f,6,thirteen,cluster0
21196,a,1,f,7,e,1,fourteen,cluster3
13999,c,1,e,2,f,8,twelve,cluster0
10382,a,1,f,3,e,1,eleven,cluster2
17231,b,1,e,2,c,7,thirteen,cluster0
3501,d,1,e,1,a,1,five,cluster0
2180,d,2,f,2,g,1,draw,cluster1
21539,b,1,b,7,b,4,fourteen,cluster3
4749,d,1,g,4,h,8,seven,cluster2
27520,d,1,f,1,e,3,fifteen,cluster2
18941,c,2,f,5,e,8,thirteen,cluster0
2040,d,2,b,4,c,4,draw,cluster2
11480,c,3,d,5,h,6,eleven,cluster2
403,b,1,e,6,d,7,draw,cluster3
27912,a,1,h,6,d,3,sixteen,cluster3
1827,d,1,e,7,d,8,draw,cluster0
18662,c,2,c,1,d,8,thirteen,cluster3
14637,c,2,f,7,a,7,twelve,cluster2
17992,c,1,c,6,h,8,thirteen,cluster3
9083,c,3,a,5,f,1,ten,cluster2
11913,d,2,a,2,h,8,eleven,cluster2
24352,d,1,b,1,h,4,fourteen,cluster2
7364,c,3,h,6,e,1,nine,cluster3
13447,b,1,f,2,a,5,twelve,cluster2
9135,c,3,b,6,f,2,ten,cluster2
2066,d,2,b,8,a,7,draw,cluster2
21273,a,1,h,8,h,3,fourteen,cluster3
19558,d,1,b,6,h,3,thirteen,cluster2
27829,a,1,f,8,f,3,sixteen,cluster2
7633,d,3,c,2,b,3,nine,cluster1
8961,c,2,d,8,a,7,ten,cluster2
12235,d,2,g,2,a,8,eleven,cluster1
19322,c,3,d,2,f,4,thirteen,cluster0
25877,a,1,f,5,e,3,fifteen,cluster2
20120,d,2,b,2,b,7,thirteen,cluster0
3952,c,3,a,2,c,1,six,cluster3
24188,d,1,a,3,d,5,fourteen,cluster3
24695,d,1,e,1,d,6,fourteen,cluster0
1264,c,2,e,2,f,3,draw,cluster0
23111,c,1,d,6,h,5,fourteen,cluster3
16884,a,1,f,4,c,3,thirteen,cluster0
11151,c,2,d,2,c,5,eleven,cluster3
5596,c,3,c,4,g,3,eight,cluster1
17842,c,1,a,2,b,7,thirteen,cluster0
3261,d,1,h,2,a,1,four,cluster0
435,b,1,f,3,e,2,draw,cluster2
22916,c,1,b,5,c,7,fourteen,cluster3
6815,b,2,d,4,g,1,nine,cluster1
14104,c,1,g,6,a,3,twelve,cluster3
19725,d,1,e,3,a,5,thirteen,cluster0
12666,d,3,e,6,b,4,eleven,cluster0
23162,c,1,e,3,b,3,fourteen,cluster3
14268,c,2,b,1,h,5,twelve,cluster2
4098,d,2,a,4,h,2,six,cluster2
8601,b,2,b,4,f,3,ten,cluster2
21213,a,1,g,5,g,1,fourteen,cluster1
20824,d,2,h,7,b,7,thirteen,cluster0
13682,b,2,e,8,f,1,twelve,cluster0
20658,d,2,g,5,e,6,thirteen,cluster0
11709,d,1,c,7,a,2,eleven,cluster2
2835,c,2,c,3,a,2,one,cluster3
14916,c,3,c,4,h,6,twelve,cluster2
6240,d,4,a,2,c,2,eight,cluster1
16746,d,4,h,6,f,6,twelve,cluster1
5048,d,3,h,8,a,3,seven,cluster1
13883,c,1,c,8,h,3,twelve,cluster3
19321,c,3,d,2,f,3,thirteen,cluster0
527,b,1,g,7,f,8,draw,cluster1
16687,d,3,h,8,d,7,twelve,cluster3
23409,c,1,g,4,e,8,fourteen,cluster3
14208,c,2,a,4,e,8,twelve,cluster3
2414,d,3,c,6,b,6,draw,cluster2
8311,d,4,h,7,g,1,nine,cluster1
17683,b,2,d,4,f,5,thirteen,cluster0
13270,a,1,h,4,g,1,twelve,cluster3
19648,d,1,d,6,c,4,thirteen,cluster0
10193,d,4,e,2,f,5,ten,cluster2
10491,b,1,c,2,g,2,eleven,cluster0
22461,b,2,e,7,f,5,fourteen,cluster3
7874,d,3,h,4,a,7,nine,cluster1
14552,c,2,e,7,g,2,twelve,cluster0
25062,d,1,h,1,f,3,fourteen,cluster3
14389,c,2,d,4,h,7,twelve,cluster2
22788,c,1,a,7,g,5,fourteen,cluster3
17617,b,2,b,6,g,3,thirteen,cluster0
11842,d,1,f,5,h,6,eleven,cluster2
14620,c,2,f,5,h,7,twelve,cluster2
5070,d,4,c,1,a,1,seven,cluster1
3336,d,2,g,3,b,1,four,cluster1
1464,c,3,c,1,b,1,draw,cluster3
7698,d,3,d,1,h,3,nine,cluster1
20793,d,2,h,4,d,7,thirteen,cluster0
6939,c,1,c,4,a,8,nine,cluster3
17298,b,1,e,5,h,5,thirteen,cluster0
20978,a,1,a,7,h,4,fourteen,cluster3
19050,c,2,g,6,e,2,thirteen,cluster1
18648,c,2,b,8,f,7,thirteen,cluster3
27642,d,1,g,7,d,3,fifteen,cluster1
13467,b,1,f,4,h,7,twelve,cluster2
21255,a,1,h,5,h,2,fourteen,cluster3
12467,d,3,b,7,h,5,eleven,cluster2
23495,c,1,h,1,f,3,fourteen,cluster3
15813,d,2,e,8,a,6,twelve,cluster0
19710,d,1,e,2,e,8,thirteen,cluster0
9469,d,2,c,3,h,3,ten,cluster2
19967,d,2,a,1,e,6,thirteen,cluster0
8182,d,4,e,4,h,6,nine,cluster1
20666,d,2,g,6,b,3,thirteen,cluster1
5821,d,2,a,8,h,2,eight,cluster2
12308,d,2,h,7,h,4,eleven,cluster2
18173,c,1,e,6,h,3,thirteen,cluster0
22165,b,1,h,7,h,3,fourteen,cluster3
481,b,1,g,1,f,2,draw,cluster1
17078,b,1,b,7,b,3,thirteen,cluster0
11206,c,2,e,2,d,8,eleven,cluster3
24666,d,1,d,8,d,6,fourteen,cluster3
3963,c,3,d,2,e,1,six,cluster3
13855,c,1,b,3,h,7,twelve,cluster3
14069,c,1,f,5,h,4,twelve,cluster2
9156,c,3,c,5,e,4,ten,cluster2
9660,d,2,g,1,a,8,ten,cluster2
11685,d,1,c,2,b,4,eleven,cluster0
2988,c,2,g,4,a,2,two,cluster1
8959,c,2,d,8,a,5,ten,cluster2
19567,d,1,c,3,h,3,thirteen,cluster0
13048,d,4,d,8,f,4,eleven,cluster1
14038,c,1,e,8,h,3,twelve,cluster3
183,a,1,h,4,h,5,draw,cluster3
21847,b,1,e,8,c,6,fourteen,cluster3
27328,d,1,b,1,e,4,fifteen,cluster0
27781,a,1,d,6,g,6,sixteen,cluster0
19017,c,2,g,4,d,5,thirteen,cluster3
1640,d,1,a,5,a,6,draw,cluster0
15737,d,2,e,2,c,7,twelve,cluster0
4416,d,3,g,7,h,2,six,cluster1
24789,d,1,f,1,c,7,fourteen,cluster2
20057,d,2,a,7,b,4,thirteen,cluster0
886,c,1,d,5,c,4,draw,cluster3
5740,d,1,c,8,h,2,eight,cluster2
7525,d,2,f,7,a,8,nine,cluster2
1724,d,1,c,5,b,4,draw,cluster0
26833,b,2,h,8,d,3,fifteen,cluster3
1671,d,1,b,3,c,3,draw,cluster0
17629,b,2,b,8,h,4,thirteen,cluster2
16626,d,3,h,3,d,6,twelve,cluster3
11696,d,1,c,5,a,7,eleven,cluster0
16527,d,3,g,3,e,8,twelve,cluster1
11249,c,2,f,1,a,7,eleven,cluster2
23978,c,2,g,2,g,4,fourteen,cluster1
14644,c,2,f,8,a,7,twelve,cluster2
8406,b,1,a,5,f,1,ten,cluster2
10573,b,1,e,4,f,2,eleven,cluster0
162,a,1,g,7,h,6,draw,cluster2
13616,b,2,c,1,h,5,twelve,cluster2
11070,c,2,a,1,h,8,eleven,cluster2
22663,c,1,a,2,f,4,fourteen,cluster3
7589,d,3,b,2,f,3,nine,cluster1
25455,d,2,f,8,f,5,fourteen,cluster2
4844,d,2,h,3,g,1,seven,cluster1
4675,c,2,h,5,a,3,seven,cluster3
27880,a,1,g,7,g,4,sixteen,cluster1
24483,d,1,c,1,c,8,fourteen,cluster0
18343,c,1,h,5,e,3,thirteen,cluster3
20627,d,2,g,3,f,6,thirteen,cluster0
3640,d,2,f,5,a,2,five,cluster2
19726,d,1,e,3,b,6,thirteen,cluster0
18633,c,2,b,7,g,4,thirteen,cluster0
12892,d,4,a,1,f,4,eleven,cluster1
12058,d,2,d,5,g,5,eleven,cluster0
7968,d,4,b,1,h,3,nine,cluster1
4494,a,1,b,2,g,1,seven,cluster0
26323,b,1,d,8,e,2,fifteen,cluster3
2893,d,3,b,7,c,1,one,cluster1
17780,b,2,f,5,e,2,thirteen,cluster2
8990,c,2,f,1,g,7,ten,cluster2
12817,d,3,h,2,h,4,eleven,cluster2
16623,d,3,h,3,c,6,twelve,cluster1
8054,d,4,c,3,h,6,nine,cluster1
3156,c,3,c,4,b,1,three,cluster3
18967,c,2,g,1,f,7,thirteen,cluster0
24059,c,2,h,3,e,5,fourteen,cluster3
2984,c,2,g,1,a,2,two,cluster1
9326,d,1,c,4,e,3,ten,cluster2
1181,c,2,b,7,c,7,draw,cluster3
8767,c,1,e,2,a,8,ten,cluster0
5915,d,2,g,6,h,3,eight,cluster2
13812,c,1,a,2,b,8,twelve,cluster3
8375,a,1,g,6,h,1,ten,cluster2
18631,c,2,b,7,f,6,thirteen,cluster3
13820,c,1,a,4,a,7,twelve,cluster3
14853,c,3,b,2,h,6,twelve,cluster2
3008,c,3,b,4,c,1,two,cluster3
15712,d,2,d,8,g,8,twelve,cluster0
23041,c,1,c,5,g,5,fourteen,cluster3
22801,c,1,a,8,d,3,fourteen,cluster3
6299,d,4,b,6,c,1,eight,cluster1
2112,d,2,d,5,c,5,draw,cluster2
27684,a,1,b,5,d,3,sixteen,cluster3
9486,d,2,c,7,a,3,ten,cluster2
26355,b,1,e,6,c,6,fifteen,cluster0
15522,d,2,a,3,g,8,twelve,cluster0
8407,b,1,a,6,d,1,ten,cluster3
23312,c,1,f,5,d,8,fourteen,cluster3
26066,b,1,b,3,f,4,fifteen,cluster0
20975,a,1,a,7,d,2,fourteen,cluster3
20056,d,2,a,6,h,6,thirteen,cluster2
16898,a,1,f,4,h,8,thirteen,cluster2
23936,c,2,f,7,d,7,fourteen,cluster3
21107,a,1,e,1,f,5,fourteen,cluster0
18924,c,2,f,4,c,8,thirteen,cluster0
17198,b,1,e,1,b,3,thirteen,cluster0
5092,d,4,d,6,h,1,seven,cluster2
12874,d,3,h,7,b,7,eleven,cluster2
13364,b,1,d,6,a,3,twelve,cluster3
24291,d,1,a,7,g,4,fourteen,cluster0
14440,c,2,e,1,g,8,twelve,cluster0
26586,b,1,h,1,e,3,fifteen,cluster3
25411,d,2,f,3,d,4,fourteen,cluster2
18113,c,1,e,2,g,4,thirteen,cluster0
4741,d,1,g,1,h,8,seven,cluster2
16880,a,1,f,3,h,6,thirteen,cluster2
17900,c,1,a,7,e,2,thirteen,cluster3
10624,b,1,g,3,a,6,eleven,cluster1
11071,c,2,a,2,a,6,eleven,cluster3
13254,a,1,g,1,d,1,twelve,cluster3
11877,d,1,g,3,a,7,eleven,cluster1
22468,b,2,f,1,d,2,fourteen,cluster3
9854,d,3,e,3,h,6,ten,cluster2
17322,b,1,e,7,h,5,thirteen,cluster0
25106,d,1,h,3,c,3,fourteen,cluster3
22072,b,1,h,2,f,8,fourteen,cluster3
12031,d,2,d,3,b,4,eleven,cluster0
16051,d,3,a,4,f,4,twelve,cluster1
27153,c,1,f,6,f,3,fifteen,cluster3
18355,c,1,h,5,h,8,thirteen,cluster3
24967,d,1,g,4,c,8,fourteen,cluster1
8122,d,4,d,5,h,5,nine,cluster1
23867,c,2,d,6,e,2,fourteen,cluster3
17285,b,1,e,4,c,8,thirteen,cluster0
11856,d,1,f,7,g,5,eleven,cluster2
3922,c,1,b,2,h,1,six,cluster3
8257,d,4,f,8,f,4,nine,cluster1
18557,c,2,b,2,d,6,thirteen,cluster3
8794,c,1,f,8,g,1,ten,cluster2
18577,c,2,b,3,d,7,thirteen,cluster3
5543,c,2,g,1,h,5,eight,cluster2
1248,c,2,d,7,d,8,draw,cluster3
9414,d,1,h,8,g,1,ten,cluster2
7924,d,4,a,3,h,7,nine,cluster1
2094,d,2,c,7,b,7,draw,cluster2
25980,b,1,a,2,f,5,fifteen,cluster0
18426,c,2,a,2,h,4,thirteen,cluster0
25912,a,1,g,7,f,2,fifteen,cluster1
24342,d,1,b,1,e,8,fourteen,cluster0
24911,d,1,g,1,g,5,fourteen,cluster1
26552,b,1,g,7,d,6,fifteen,cluster3
20196,d,2,b,5,d,4,thirteen,cluster0
16350,d,3,d,7,g,5,twelve,cluster1
8705,c,1,a,5,h,3,ten,cluster2
25750,a,1,d,7,f,4,fifteen,cluster3
27995,b,1,d,7,f,5,sixteen,cluster3
16752,d,4,h,7,h,5,twelve,cluster2
21635,b,1,c,5,g,5,fourteen,cluster3
787,c,1,b,3,a,4,draw,cluster3
12856,d,3,h,5,e,8,eleven,cluster2
5148,d,4,g,4,h,6,seven,cluster1
23468,c,1,g,8,f,2,fourteen,cluster3
7008,c,2,a,4,e,2,nine,cluster1
16466,d,3,g,1,b,6,twelve,cluster1
2292,d,2,h,3,g,3,draw,cluster1
8715,c,1,b,5,g,2,ten,cluster3
18911,c,2,f,3,e,6,thirteen,cluster0
18423,c,2,a,2,g,5,thirteen,cluster0
22599,b,2,h,8,g,5,fourteen,cluster3
13755,b,2,g,1,e,1,twelve,cluster1
14792,c,3,a,3,e,3,twelve,cluster3
10641,b,1,h,2,a,6,eleven,cluster3
26588,b,1,h,1,e,5,fifteen,cluster3
14474,c,2,e,2,h,5,twelve,cluster0
26852,c,1,b,2,c,4,fifteen,cluster3
24560,d,1,c,5,c,3,fourteen,cluster3
22058,b,1,h,1,g,4,fourteen,cluster3
23347,c,1,g,1,f,7,fourteen,cluster3
19247,c,3,b,2,e,4,thirteen,cluster0
2275,d,2,g,7,h,6,draw,cluster2
6356,d,4,d,3,g,2,eight,cluster1
8148,d,4,d,8,c,2,nine,cluster1
17016,b,1,a,5,f,8,thirteen,cluster0
10817,c,1,a,5,f,2,eleven,cluster3
26957,c,1,c,6,g,5,fifteen,cluster3
26877,c,1,b,6,b,4,fifteen,cluster3
9150,c,3,c,1,h,2,ten,cluster2
17614,b,2,b,5,h,5,thirteen,cluster2
24262,d,1,a,6,g,6,fourteen,cluster0
6308,d,4,b,8,b,1,eight,cluster1
2207,d,2,f,6,f,5,draw,cluster2
12801,d,3,h,1,f,8,eleven,cluster0
8749,c,1,c,7,b,3,ten,cluster3
14266,c,2,b,1,b,6,twelve,cluster3
3956,c,3,b,2,c,1,six,cluster3
23733,c,2,b,6,d,4,fourteen,cluster3
18133,c,1,e,3,f,7,thirteen,cluster0
1568,c,3,g,5,f,6,draw,cluster1
6205,d,3,g,7,e,1,eight,cluster1
19563,d,1,b,8,h,8,thirteen,cluster2
9422,d,2,a,4,h,7,ten,cluster2
19123,c,2,h,3,e,8,thirteen,cluster3
12926,d,4,a,7,g,4,eleven,cluster1
26471,b,1,g,1,e,4,fifteen,cluster1
