@relation 'krkopt_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1_clustered-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0'

@attribute Instance_number numeric
@attribute -0.672whitekingfile=d-0.486whitekingrank+0.346whitekingfile=b+0.305whitekingfile=c+0.225whitekingfile=a... numeric
@attribute '-0.733whitekingfile=c+0.488whitekingfile=b+0.26 whitekingfile=a-0.188whitekingrank+0.187blackkingfile=d...' numeric
@attribute -0.491blackkingrank+0.383whitekingfile=a-0.318blackkingfile=b+0.287blackkingfile=g+0.275blackkingfile=f... numeric
@attribute 0.788blackkingfile=h-0.37blackkingfile=g-0.336blackkingfile=f-0.249whiterookfile=h+0.128whiterookfile=g... numeric
@attribute 0.658blackkingfile=g-0.644blackkingfile=f-0.264whiterookfile=g+0.259whiterookfile=f+0.071blackkingrank... numeric
@attribute 0.405whiterookfile=e+0.396blackkingfile=c-0.341blackkingfile=e-0.322whiterookfile=a-0.31whiterookfile=c... numeric
@attribute 0.593whiterookfile=e-0.378blackkingfile=e+0.271whiterookfile=a-0.269whiterookfile=h-0.266whiterookfile=g... numeric
@attribute -0.683whiterookfile=a+0.476whiterookfile=c+0.377blackkingfile=a-0.259blackkingfile=c-0.17whiterookfile=h... numeric
@attribute '-0.717whiterookfile=b+0.341whiterookfile=f+0.334whiterookfile=g+0.277whiterookfile=h+0.24 whiterookfile=e...' numeric
@attribute -0.574whiterookfile=d-0.539whiterookfile=h+0.368whiterookfile=f+0.248whiterookfile=g+0.199whiterookfile=a... numeric
@attribute -0.563whiterookfile=d+0.511whiterookfile=h-0.463whiterookfile=g+0.243whiterookfile=c+0.179blackkingfile=h... numeric
@attribute -0.649whiterookfile=f+0.543whiterookfile=g-0.275whiterookfile=d-0.265blackkingfile=f+0.229whiterookfile=c... numeric
@attribute -0.612whiterookfile=c-0.421blackkingfile=c+0.328whiterookfile=b-0.302whitekingfile=a+0.288whitekingfile=b... numeric
@attribute -0.709blackkingfile=e-0.493whiterookfile=e+0.212blackkingfile=f+0.168blackkingfile=a+0.167whiterookfile=f... numeric
@attribute '0.626blackkingfile=a-0.532blackkingfile=b+0.332whiterookfile=a-0.268whiterookfile=b+0.17 whitekingfile=a...' numeric
@attribute -0.808blackkingfile=d+0.294blackkingfile=c+0.265whitekingfile=b-0.258whiterookfile=d-0.154whitekingfile=a... numeric
@attribute 0.593blackkingfile=b+0.401whitekingfile=a+0.322blackkingfile=a-0.319blackkingfile=c-0.288whitekingrank... numeric
@attribute '0.969whiterookrank-0.141blackkingrank+0.12 blackkingfile=c-0.076whiterookfile=d-0.061whitekingfile=a...' numeric
@attribute '0.74 blackkingrank-0.395blackkingfile=c+0.225blackkingfile=f-0.209blackkingfile=b+0.194whiterookrank...' numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
1074,1.243593,-1.35786,0.222454,-0.493582,-2.525055,0.47409,-0.248613,-0.126238,0.929278,0.922107,-1.334999,0.962802,-0.150381,1.220192,-0.739204,0.308569,-0.053466,0.951172,1.371438,draw,cluster3
17342,1.462578,1.529325,-0.404442,2.069914,0.048029,0.579267,2.451267,0.653101,0.554493,-0.255689,0.62552,0.12993,0.96994,-0.964761,-0.265547,1.010887,-0.387548,1.628361,0.742133,thirteen,cluster3
7864,-2.030643,-0.529744,-1.314914,-0.781275,0.004879,0.71746,-0.951213,0.557021,0.815519,-1.54645,1.629516,0.40704,1.281747,0.705805,1.890147,0.616188,0.482814,-1.65415,0.255705,nine,cluster0
11666,-1.031579,0.235365,-1.096896,-0.27943,-0.155683,-0.560905,-0.167353,2.634558,-0.620853,0.102969,0.789989,0.675631,-1.213118,0.730602,2.189473,0.622481,1.02939,-1.712262,-0.423846,eleven,cluster2
17804,0.944479,1.271881,-0.445309,1.371239,0.055995,-0.113498,-0.065422,-0.496466,0.925196,-2.08039,2.022089,0.505764,1.506757,0.743891,-0.68062,1.183989,-0.820249,-1.068643,0.308473,thirteen,cluster3
16121,-1.871922,0.025843,0.754479,-0.848013,1.869579,0.890344,-0.408303,0.059188,-2.017092,0.706422,-0.34107,0.554701,1.158159,0.038804,-1.067752,0.53946,-0.434864,-1.741124,0.569029,twelve,cluster2
3515,-1.206642,0.594543,-0.655323,-0.254587,-0.103654,0.626514,1.80198,0.385424,0.909197,0.129441,-0.017025,-0.107492,-0.282984,-2.201372,-1.237646,-0.347892,2.467555,1.436897,-1.220666,five,cluster0
4766,-1.5449,-0.444146,-1.134984,-0.076115,-0.014739,1.12003,-0.871863,1.364213,-2.309616,0.547536,0.184061,-0.042314,1.683373,0.197343,1.31991,0.737289,1.108842,-0.928088,0.240389,seven,cluster2
13591,0.946872,1.391916,0.426638,1.821339,-0.138448,-1.906743,1.48296,-1.853102,-0.65005,0.110927,0.792423,0.220768,0.953107,0.600832,0.669168,0.838398,0.004385,1.624657,-0.432672,twelve,cluster2
18174,0.801898,-1.400489,-0.878085,-0.126535,-0.025691,0.634823,2.133614,0.351736,0.975437,0.185002,0.160102,0.038149,-0.410735,-1.812271,-1.733656,-0.453529,2.230581,1.370103,-0.919524,thirteen,cluster0
6024,-2.096617,-0.315785,-1.451316,-0.055498,-0.030497,-0.642212,-0.031412,2.492865,-0.595063,0.034948,0.84079,0.755407,-1.151247,0.832594,1.86163,0.636041,0.179653,-1.912689,0.513359,eight,cluster2
10442,1.233793,0.751303,-2.270905,-0.21471,-0.099108,-1.100742,1.166455,-0.792203,-0.698086,0.638494,0.415466,0.14332,1.135939,0.980396,2.727631,1.318616,1.060411,-1.281322,0.104869,eleven,cluster0
2705,-2.339538,0.014693,1.000103,-0.636899,2.560298,-0.465713,-0.520833,0.147793,1.113913,1.242067,-0.358617,-1.323396,0.250965,0.759683,-0.436733,0.270408,-0.812296,0.272825,0.501176,draw,cluster3
21878,1.451494,1.427827,-0.655736,-0.580102,-0.979276,-0.265294,0.046991,0.240625,1.073761,1.300146,0.091992,-2.688178,0.332756,1.300671,-0.872829,1.317542,-0.632842,-1.162928,0.981795,fourteen,cluster3
4182,-1.320572,0.840437,1.38718,1.797024,-0.16949,-1.342535,0.163276,1.562084,-0.631069,-0.477318,1.147302,0.759848,-1.442869,0.393976,0.087587,0.159359,-0.059109,1.555704,-0.547321,six,cluster2
19311,0.753394,-2.027644,0.821583,-0.235229,-0.17918,-1.726321,-0.598835,0.177148,-0.050119,-1.432522,-1.457433,-0.757136,0.324208,-2.050828,0.387891,-1.030823,-1.213538,-1.659642,-0.671937,thirteen,cluster1
14416,0.495978,-2.163743,-0.871032,-0.046685,0.016738,1.422397,1.861489,1.658204,0.799781,0.561842,0.501953,0.159748,0.769299,-0.763962,1.925529,0.328663,0.702029,-1.383741,-0.50665,twelve,cluster0
14934,0.144415,-1.483033,0.873165,-0.998753,1.750442,-1.153919,0.642805,1.429354,-0.550577,0.132653,0.385868,1.432859,-1.782982,1.004757,-0.720123,0.135753,-0.840119,1.254473,0.781257,twelve,cluster2
23795,1.101141,-1.531517,0.077572,-0.25883,-0.197507,-2.008491,-0.899503,1.368247,-0.497323,0.159193,0.913502,0.776538,-1.965846,-1.616704,0.047358,-0.059682,-1.002575,-0.007454,0.42993,fourteen,cluster4
18855,0.26523,-1.712618,-1.273638,0.03553,0.068589,0.644198,2.217959,0.252842,0.968069,0.121561,0.176841,0.085878,-0.42293,-1.725472,-1.945651,-0.415484,1.748594,1.207263,-0.121842,thirteen,cluster0
6237,-1.789853,0.371148,1.669016,-1.95278,1.644482,0.097386,-0.641379,-0.416707,0.83429,-1.445445,1.01479,0.923171,0.864023,0.417259,-0.099449,0.159006,-0.185747,1.70506,-0.435698,eight,cluster3
10597,1.26198,0.780848,-2.270861,0.131879,0.690757,-0.412358,-0.452357,1.549273,0.847577,1.089089,0.177489,-1.916956,1.262706,1.278532,1.544072,1.425391,0.647899,-0.26013,0.274657,eleven,cluster0
16325,-1.468535,0.567291,-0.995424,0.104682,0.079526,0.004721,0.263946,0.129668,-0.440346,-1.218427,-1.260757,-0.627479,0.355093,0.41663,0.267964,-3.499126,-1.501414,-1.385695,0.330988,twelve,cluster1
9602,-1.492456,-0.220325,-0.949997,0.111907,0.669685,-0.042711,-1.026986,1.429723,0.940191,1.180923,0.176381,-1.948176,0.717267,0.874494,2.048176,0.549394,1.000581,-0.575008,-0.306933,ten,cluster0
8486,0.984484,1.631413,-1.687514,-0.365873,-0.210283,-2.049577,0.733467,1.446186,-0.410709,-0.286576,0.543356,0.625826,-1.570192,0.009301,-2.061292,0.573522,1.641115,1.469168,-0.963324,ten,cluster2
22589,0.952743,1.344819,0.323539,-1.841735,-1.877269,0.015095,0.008761,-0.348478,0.804735,-1.413678,1.520221,-0.387497,1.129499,0.967095,-0.709867,1.097569,-0.635386,1.105989,0.164859,fourteen,cluster3
25175,-0.509848,1.234696,-0.770792,-0.90696,-0.061077,0.972791,-1.073618,-0.460087,0.570924,-1.085808,1.899488,0.494419,0.596489,0.565557,0.264089,-2.648414,-0.391065,0.813127,-0.280641,fourteen,cluster4
19348,0.179962,-1.675591,1.256043,-0.864853,-1.728832,1.199113,2.363929,0.478166,0.833719,0.664147,0.390966,-0.602601,-0.026843,-0.748302,-0.478522,0.034623,-0.659713,0.773425,0.276755,thirteen,cluster3
17018,1.445529,1.465375,-0.398196,-1.096944,1.723537,-1.368039,1.567166,-1.972062,-0.628668,0.685509,-0.198639,0.702935,0.517718,0.842336,0.479067,1.074432,0.007679,0.066297,0.718919,thirteen,cluster2
11423,0.14973,-1.915313,0.650637,2.306139,0.162015,0.652034,-0.158845,0.070169,-1.9902,0.150271,0.789037,0.211789,1.269917,0.264354,-1.411333,0.344405,-0.528026,-1.249079,0.396324,eleven,cluster2
11257,0.732615,-1.416929,1.007958,2.391888,0.789999,-0.444395,-0.379687,0.190052,1.284702,0.840958,0.766938,-1.732891,0.276664,0.883376,-0.523796,0.163898,-0.236062,-1.2204,-0.704587,eleven,cluster3
26673,1.487385,1.552518,-0.24372,1.210805,-0.037364,-0.201136,-0.144645,-0.343253,0.722353,-2.16283,1.941777,0.460524,1.45688,0.728565,-0.493448,1.106368,-0.272157,1.154639,0.264802,fifteen,cluster3
22370,1.052868,1.190998,0.230108,-0.994232,-1.824015,-0.79598,1.229009,0.338449,-0.214597,-1.484415,-1.688504,-1.580261,0.786891,0.744846,-0.430873,0.278729,-0.97776,-1.379647,0.083376,fourteen,cluster3
6683,1.42904,1.929902,0.801268,-1.370727,1.534978,-1.563045,0.763583,1.683263,-0.451327,0.253441,0.274007,1.252541,-0.949265,0.789812,-0.395253,1.056387,-0.425708,-0.136202,-1.148148,nine,cluster2
27491,-0.401408,1.050394,-1.053312,-0.06752,-0.013055,0.057793,0.149501,0.297632,-0.69661,-1.325716,-1.383794,-0.696927,0.188021,0.421916,0.52291,-3.520997,-0.64269,0.812547,0.476875,fifteen,cluster4
575,1.314939,1.858873,-0.579291,-0.256753,-0.140584,-0.713839,0.712077,0.440654,-0.29488,-1.02824,-1.16839,-0.656841,1.25315,0.519966,0.139147,-2.844912,-1.446437,-1.419027,-1.890033,draw,cluster1
14632,0.738853,-1.448422,0.813994,2.393519,0.79092,-0.522658,-0.374566,0.244371,1.074491,0.695077,0.703365,-1.730403,0.214593,0.95485,-0.548619,0.124322,-0.169957,0.840042,0.049425,twelve,cluster3
26732,1.148846,2.192123,-0.830855,-0.347767,-0.209835,-1.263723,0.423503,1.69447,-0.782372,0.547885,1.220983,0.889989,-0.887943,0.919075,-0.207137,-2.00329,-1.415054,1.59467,-1.051843,fifteen,cluster4
6981,1.266456,-1.208436,0.778294,2.389715,-0.800365,-0.03165,-0.427796,-0.056519,1.057346,0.362105,-0.814108,1.80581,0.474294,0.803565,-0.407566,0.164895,0.178316,0.426144,-0.204468,nine,cluster3
11735,-0.863386,-0.234991,-1.674824,-0.075262,-0.015067,-0.041832,0.166465,1.416811,-0.556319,-1.800487,-1.732872,-0.849472,0.721359,0.538915,2.385314,-0.221595,0.991334,-1.154943,0.819162,eleven,cluster0
12837,-1.834891,0.085742,0.106247,-1.491625,-1.664233,0.78626,-0.446743,-0.697309,0.831491,-1.481275,1.480446,-0.361694,0.289725,0.799418,-0.551577,0.468763,-0.731822,-0.496507,1.716855,eleven,cluster3
23262,0.807462,-1.459189,-1.213941,0.227964,0.748293,-0.642367,-0.407472,-0.025746,1.448014,1.022675,0.088534,-1.916641,-0.564,0.165348,-2.13957,-0.239258,2.119648,-0.860254,-1.01357,fourteen,cluster0
15722,-0.889068,0.111639,-0.403395,-0.054783,-0.028878,0.401653,0.505352,0.295935,0.80832,0.457535,0.23777,-0.01919,-0.00249,-3.754177,0.632314,0.095256,-0.87241,-1.51935,0.910772,twelve,cluster3
1194,0.226135,-1.439925,-1.035851,-0.138207,-0.077713,-1.520247,0.527724,1.203906,-0.216401,-0.151461,0.724016,0.758068,-2.322065,0.051705,-2.158645,-0.317246,1.593298,0.113015,-0.755585,draw,cluster2
2711,-2.339533,-0.019837,0.791511,-0.606188,2.579678,-0.467001,-0.50896,0.152691,1.017671,1.166057,-0.389244,-1.317697,0.200258,0.809755,-0.475506,0.273337,-0.820125,1.059425,1.000228,draw,cluster3
14567,0.271456,-1.675052,-1.050419,-0.024263,0.03075,0.568511,2.199334,0.297363,0.950342,0.127701,0.174521,0.076967,-0.383588,-1.754142,-1.892928,-0.460917,1.830357,1.694504,-0.365935,twelve,cluster0
20732,-1.292621,0.456866,0.720378,-1.746394,1.78339,0.567792,-0.611721,-0.601412,0.986011,-1.395554,1.022957,0.929978,0.643955,0.495347,-0.208446,0.407727,-0.218984,-1.480158,0.146193,thirteen,cluster3
24311,-0.544808,1.094803,-1.446752,-0.067391,-0.009105,-0.367619,0.59839,-2.078951,-0.994201,0.992658,0.653119,0.268587,-0.243919,0.644591,1.258762,-2.718478,-0.064839,1.369583,0.941827,fourteen,cluster4
27325,-0.571166,1.037633,-0.802203,-0.021978,0.02497,1.514317,-0.910543,0.160946,-2.275388,1.137199,0.55631,0.092447,1.055569,0.058153,-0.50262,-2.421356,-0.362418,-1.53332,-0.42226,fifteen,cluster4
8810,1.251134,-1.248477,0.892936,-1.737803,-1.806514,0.72579,-0.300174,-0.50516,0.932728,-1.269402,1.632757,-0.31935,0.229494,0.979116,-0.575524,0.255771,0.052297,-0.174991,0.093552,ten,cluster3
16352,-1.447773,0.646473,-0.529483,-0.053679,-0.020765,-0.249287,0.217692,0.284604,-0.62776,-1.299307,-1.309328,-0.649583,0.418624,0.387825,0.392012,-3.646664,-1.239309,1.287242,0.182747,twelve,cluster1
5538,0.729123,-1.322687,1.557283,1.996984,-0.009517,0.808424,2.147274,0.579108,0.870377,0.056005,0.858151,0.215129,0.476847,-1.137181,-0.074459,-0.06747,-0.092655,0.647971,-1.024607,eight,cluster3
18747,0.818746,-1.712403,0.413703,-0.747622,-1.671286,-0.127227,0.999918,0.115819,-0.169951,-1.450161,-1.581194,-1.466526,-0.132885,0.857935,-0.499225,-0.55336,-0.722775,-1.97424,0.979724,thirteen,cluster3
17123,1.581289,1.3266,-0.768962,2.148813,0.07311,-0.937813,1.106102,0.304052,-0.375494,-2.315717,-1.295254,-0.717629,1.024223,0.585059,-0.30595,0.33589,-0.704123,-1.031637,0.926465,thirteen,cluster3
3827,-2.239906,0.171465,-0.233821,0.10233,-0.941751,-0.658776,-0.693426,-0.28778,1.41092,0.63882,-1.51084,1.543341,0.163674,-0.415474,-1.69188,-0.302801,1.846933,0.141605,-1.882317,five,cluster0
24986,-0.339276,0.266494,-0.944537,0.249074,-0.876026,-0.591084,-2.095096,-0.245751,0.863593,0.699905,-1.469756,1.559368,0.022933,-1.820698,0.365882,0.239683,-0.445743,0.019906,1.741778,fourteen,cluster3
26544,1.482895,1.402145,-1.389202,0.374439,-0.732927,0.978418,-0.85045,-0.777756,0.522292,0.305714,-2.050026,1.250121,-0.549869,0.529853,0.011058,1.830018,-1.244376,1.742135,-1.975505,fifteen,cluster4
11617,0.198583,-1.724324,0.652793,1.479319,0.112887,0.264458,-0.308416,-0.649704,1.08405,-1.932996,2.198109,0.620185,0.833567,0.728955,-0.672526,0.202355,-0.70454,-1.450315,0.028024,eleven,cluster3
11342,0.743648,-1.354103,1.578758,-0.784609,0.883173,-0.101487,-0.361775,-0.015322,1.172911,1.063667,-1.70936,2.293978,0.477582,0.846225,-0.478899,0.090601,-0.080128,0.504842,-0.822431,eleven,cluster3
18847,0.271451,-1.640522,-0.841827,-0.054975,0.01137,0.569799,2.18746,0.292464,1.046584,0.203712,0.205147,0.071267,-0.332882,-1.804214,-1.854154,-0.463846,1.838186,0.907903,-0.864988,thirteen,cluster0
22347,0.896532,1.585268,0.206874,-1.197337,1.636331,-1.606274,0.855301,1.622214,-0.630916,0.067409,0.238154,1.303828,-1.019744,0.940952,-0.63672,1.069025,-0.866236,1.336785,0.31856,fourteen,cluster2
9013,1.18108,-1.638524,0.838367,-0.079657,0.501897,-1.5497,-1.859856,0.290354,1.091351,1.330018,0.291817,-1.902838,0.019864,-1.595416,0.16613,-0.202078,-0.492278,1.355268,-0.579919,ten,cluster3
12655,-1.413283,-0.125357,-0.352511,-0.012304,-0.010277,0.259654,0.552446,0.286083,0.765498,0.406375,0.249868,0.010717,0.063999,-3.724717,0.525767,0.042435,-1.190871,-0.707709,1.220268,eleven,cluster1
26934,1.185155,-0.999988,0.965125,-1.042738,-1.86127,-0.632594,0.607753,1.425785,-0.381611,0.388006,0.874658,0.023317,-2.152793,1.055832,-0.565268,0.272696,-0.243035,-1.220131,-0.147846,fifteen,cluster2
19088,0.708234,-1.563643,0.482755,-1.546657,-1.693775,0.81214,-0.209077,-0.653475,1.03933,-1.262973,1.682443,-0.26841,0.228664,1.044514,-0.801469,0.33632,-0.503624,-1.611673,0.636275,thirteen,cluster3
22390,1.063249,1.230589,0.463079,-1.073412,-1.87416,-0.922984,1.205882,0.415917,-0.308304,-1.524855,-1.712789,-1.591312,0.818656,0.730444,-0.368849,0.20496,-0.846707,-0.043178,0.009256,fourteen,cluster3
6975,1.249854,-1.320123,0.113512,2.559401,-0.693001,0.169753,-0.37417,-0.173609,1.072537,0.320396,-0.818128,1.831472,0.35248,0.89671,-0.561087,0.287026,-0.042329,-0.610965,0.612799,nine,cluster3
13729,0.948075,1.270183,-0.47107,2.416793,0.808927,-0.889951,-0.0591,0.293815,1.004511,0.560253,0.574711,-1.802794,0.926294,1.006514,-0.729934,1.141072,-0.759824,0.272272,0.628503,twelve,cluster3
20494,-1.06576,0.840674,-1.662924,0.468713,0.892579,0.485379,-0.934447,0.059891,0.868274,1.595564,0.528401,-1.743237,-0.055911,0.936651,-0.125918,-2.491579,-1.099377,-1.106349,0.900327,thirteen,cluster1
8062,-2.385621,0.358345,1.449944,1.959533,-0.083062,-1.421266,0.27547,1.410593,-0.412795,-0.393319,1.259356,0.828225,-1.279584,0.395823,-0.162709,0.167062,-0.893189,-0.217924,-0.608221,nine,cluster2
26391,1.897916,1.20539,-1.162363,0.070822,0.608667,-1.573591,-1.537858,0.232561,1.079385,1.204644,0.147044,-1.979473,0.543263,-1.480066,-0.062159,0.989624,-0.984329,-1.061252,0.50693,fifteen,cluster4
26064,1.851699,1.019135,-1.124131,-0.176993,-0.113597,-0.486537,-1.401361,0.211572,-2.188149,0.577398,0.152404,-0.082522,1.548711,-2.185888,-0.737701,1.132086,-0.794305,-0.927091,0.810158,fifteen,cluster4
3014,-0.048658,-1.980817,0.295889,-0.388033,-0.243859,-1.10982,0.150598,2.72808,-0.38445,0.332089,1.084891,0.829413,-0.894615,0.906591,1.802931,0.234853,0.48139,-0.991225,-2.06223,two,cluster2
4464,-2.346533,0.120182,1.420748,2.102558,0.04386,0.744467,1.953832,0.45463,0.867917,-0.044287,0.742808,0.150335,0.670257,-1.431425,0.089058,0.065896,-0.730063,0.089723,-0.47353,six,cluster3
23402,1.232171,-1.612943,-1.87039,0.790734,-0.472835,1.848574,-1.025915,-1.117476,0.58213,0.298259,-1.946737,1.389518,-1.591459,0.736086,-0.210814,1.120059,-1.210035,0.110433,-0.26189,fourteen,cluster4
8514,1.478465,1.648164,0.659201,-0.890391,-1.175544,-0.591125,-0.053508,0.425385,1.157346,1.453436,0.132981,-2.736291,0.587749,1.09298,-0.579738,1.115785,-0.265486,-0.362552,-0.907697,ten,cluster3
12249,-1.50151,-0.361528,-1.798434,0.331592,-0.788561,0.455097,-0.972123,1.039736,0.723194,0.63249,-1.385606,1.647164,0.86336,0.910153,1.899688,0.633869,0.851209,0.421454,1.234962,eleven,cluster0
4051,-0.63506,0.659827,1.279851,-1.188605,1.661455,-0.507955,0.489802,0.344243,-0.309609,-1.559741,-2.281704,-0.326918,0.326366,0.207566,0.367817,-0.593767,0.174906,-0.343416,-0.38216,six,cluster3
20148,-1.348123,0.02592,-1.151637,0.347554,0.27331,2.413229,-1.193819,-0.797211,-2.580004,0.077154,-0.550762,-0.407854,-0.620336,-0.300562,-0.449203,1.307559,-1.091008,-0.423301,-0.91903,thirteen,cluster1
20675,-1.7219,0.267306,-1.133701,0.21178,-0.864374,-0.444954,-0.686274,-0.307753,1.182744,0.45581,-1.612497,1.539444,-0.094277,-0.266047,-1.754375,-0.195761,2.060143,1.202524,-0.450561,thirteen,cluster0
20743,-1.303419,0.180355,-1.367824,-0.429167,0.255868,2.075682,-1.327016,-1.545132,0.473983,-2.035542,0.849648,0.008382,-1.099816,0.199842,0.241532,1.196774,-1.324641,-0.687163,-0.95825,thirteen,cluster1
3705,-1.821098,0.134478,-0.018057,-0.017399,0.028961,0.091697,0.240212,-2.888471,-1.027581,0.210054,-0.328632,-0.260247,-1.49314,0.000366,1.571619,0.764169,-0.75352,2.093805,-2.218032,five,cluster2
12372,-1.40891,-0.131384,-0.207843,-0.191835,-0.14491,-2.036903,-0.422833,-2.228519,-0.608969,0.642701,0.334758,0.090888,-0.163867,-2.052636,1.44141,-0.040111,-0.553254,-0.01248,1.063152,eleven,cluster1
7582,-1.820011,0.281081,1.092471,1.951665,-0.064461,-1.387009,0.957456,-2.056795,-0.618223,0.11447,0.76533,0.213068,0.278278,0.304207,1.029052,0.056196,0.185712,1.121898,-0.027023,nine,cluster2
20600,-0.869729,0.06099,-0.699688,0.289923,-0.858345,-0.65482,-2.053123,-0.309922,1.030982,0.794625,-1.394085,1.586787,0.151494,-1.862713,0.284157,0.226438,-0.830308,-1.228895,1.297261,thirteen,cluster3
24987,-0.343425,0.22994,-1.162881,0.299174,-0.84434,-0.541055,-2.078721,-0.273799,0.84333,0.670475,-1.478418,1.567209,-0.020197,-1.784894,0.317808,0.270948,-0.502861,-0.042722,2.070857,fourteen,cluster3
1655,-1.233391,0.331625,-2.043935,-0.07373,-0.010332,-1.294184,0.943575,-2.341985,-0.569118,0.183047,0.018216,0.028632,-0.808973,-0.285796,-0.663167,-0.197416,2.680698,1.269123,0.84079,draw,cluster1
4041,-0.812999,1.000105,1.212266,-1.219258,-1.969999,-0.769195,0.264866,1.54184,-0.637799,0.215994,0.642619,-0.127677,-2.043983,0.702401,-0.046007,0.307493,0.117162,0.969731,-0.024056,six,cluster2
16600,-2.255182,0.062535,-0.868524,-0.850989,-0.039248,-0.132562,-0.648989,-0.818516,1.254805,-1.75256,1.393963,0.307161,0.28098,-0.434591,-1.81199,-0.182179,1.63463,-0.935707,-1.100738,twelve,cluster0
14581,0.711874,-1.482176,0.802836,-0.917594,1.846456,1.102496,2.269572,0.516189,0.696977,0.486267,-0.164743,0.722921,0.092794,-0.837683,-0.352508,0.059071,-0.309243,1.599707,0.776425,twelve,cluster3
5818,-1.291641,0.520102,1.051338,1.889798,-0.095369,-1.296327,0.905861,-2.013997,-0.65138,0.119051,0.731268,0.181021,0.204212,0.289015,1.1449,0.08068,0.553462,1.159485,-0.166546,eight,cluster2
5043,-1.787123,0.385432,1.554964,1.152501,-0.0909,-0.022229,-0.700428,-0.449506,0.888649,-2.016717,1.992055,0.44567,1.071767,0.268111,-0.009045,0.143357,-0.172988,0.927429,-0.835425,seven,cluster3
9142,0.173977,-1.743789,1.871033,-1.07872,1.720508,0.44453,-0.188422,0.292627,-2.057216,0.798822,-0.177867,0.646876,1.266459,0.255884,-1.247421,0.161226,-0.181259,1.115528,-0.594389,ten,cluster2
23676,1.134215,-1.780768,0.168665,-0.246867,-0.174452,-2.011023,-0.185167,-2.184685,-0.40113,0.861003,0.536755,0.184171,-0.224928,-1.807541,1.191517,-0.172554,-0.325055,-1.127647,-0.017428,fourteen,cluster4
16014,-1.410993,-0.097866,-0.004127,-0.212853,-0.158136,-2.009957,-0.432456,-2.249891,-0.474737,0.742001,0.376367,0.086259,-0.109371,-2.109842,1.475533,-0.028872,-0.570069,-1.223694,0.479113,twelve,cluster1
25631,1.453127,1.21084,2.360899,-0.703764,1.951481,2.041851,-1.221224,-0.006822,-2.269548,0.43638,-0.623298,0.438003,-0.160847,-0.120376,-0.307199,-0.048553,2.045894,0.658643,1.060269,fifteen,cluster4
15708,-1.166909,0.293935,0.357937,2.130472,0.052958,-0.646429,0.536595,0.238821,-0.493091,-2.369764,-1.359936,-0.746362,0.416713,0.252495,0.173331,-0.579682,-0.285336,0.713927,1.098887,twelve,cluster3
27506,-0.346161,0.392276,-0.201806,-0.215218,-0.122238,0.314015,0.426128,0.449148,0.605477,0.375096,0.157457,-0.064431,-0.052367,-3.769503,0.819486,0.017635,-0.324318,0.703933,0.867102,fifteen,cluster4
12747,-2.012517,-0.455297,-0.889361,0.134999,0.67598,-0.236026,-0.984393,1.452818,0.82139,1.083182,0.166514,-1.920411,0.776179,0.918222,1.950929,0.468237,0.731409,1.085861,0.172535,eleven,cluster0
27373,-0.567,0.970598,-1.209636,0.020058,0.051423,1.460424,-0.891297,0.20369,-2.543851,0.938598,0.473092,0.101704,0.946579,0.172565,-0.570866,-2.443834,-0.328788,0.889108,0.745818,fifteen,cluster4
17149,1.14644,1.192548,-2.071479,-0.163336,-0.070587,-1.45224,1.062163,0.17412,-0.135964,-2.044151,-1.915932,-0.901764,0.426357,-0.25386,-1.840628,-0.230978,1.536955,-0.033955,-0.474328,thirteen,cluster0
21885,1.891695,1.133294,-1.594174,0.161327,0.665886,-1.499192,-1.507359,0.192939,1.00087,1.122494,0.118739,-1.964863,0.453214,-1.401324,-0.153656,1.037985,-1.073921,-0.761892,1.250076,fourteen,cluster4
12851,-1.576964,0.682533,-1.130088,-0.673334,0.070263,0.917143,-0.935426,-0.618253,0.634703,-1.130539,1.961271,0.575266,0.662148,0.660414,-0.068404,-2.620685,-1.265448,0.188086,0.571578,eleven,cluster1
21298,1.884254,1.28652,-0.502501,-0.435758,-0.282409,-2.43772,0.029579,-2.008298,-0.443479,0.819049,0.400025,0.056211,0.542099,-1.878481,1.27027,0.774886,-0.375817,-1.469949,-0.565112,fourteen,cluster4
11784,-0.778065,0.759917,1.173319,-1.056845,-1.830771,1.447855,1.947729,0.55293,0.718892,0.611607,0.148035,-0.803426,-0.086564,-1.139116,0.19646,0.234662,0.230998,0.428151,-0.059338,eleven,cluster3
3199,-1.605925,0.226918,-0.537147,-0.223713,-0.117191,-1.106964,0.47341,0.066145,0.014902,-1.899597,-1.897396,-0.939754,-0.072163,-0.700836,-1.293101,-1.124072,1.922111,-0.710819,-1.469985,three,cluster0
22005,1.922055,1.356621,-0.264052,-0.110286,-1.103067,-1.476013,-1.613994,0.066956,1.024489,0.891652,-1.345648,1.553143,1.034397,-1.73084,0.17394,0.82398,-0.676754,0.436227,-0.583814,fourteen,cluster3
