@relation krkopt_clustered

@attribute Instance_number numeric
@attribute whitekingfile {a,b,c,d}
@attribute whitekingrank numeric
@attribute whiterookfile {b,c,d,e,f,g,h,a}
@attribute whiterookrank numeric
@attribute blackkingfile {c,d,e,f,g,h,a,b}
@attribute blackkingrank numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1}

@data
4019,d,1,b,8,f,1,six,cluster1
4020,d,1,b,8,g,1,six,cluster1
4021,d,1,b,8,h,1,six,cluster1
4022,d,1,c,1,f,1,six,cluster1
4023,d,1,c,1,g,1,six,cluster1
4024,d,1,c,1,h,1,six,cluster1
4025,d,1,c,3,f,1,six,cluster1
4026,d,1,c,3,g,1,six,cluster1
4027,d,1,c,3,g,2,six,cluster1
4028,d,1,c,4,a,1,six,cluster1
4029,d,1,c,4,b,1,six,cluster1
4030,d,1,c,4,f,1,six,cluster1
4031,d,1,c,4,g,1,six,cluster1
4032,d,1,c,4,h,1,six,cluster1
4033,d,1,c,4,h,2,six,cluster1
4034,d,1,c,4,h,3,six,cluster1
4035,d,1,c,5,f,1,six,cluster1
4036,d,1,c,5,g,1,six,cluster1
4037,d,1,c,5,h,1,six,cluster1
4038,d,1,c,6,f,1,six,cluster1
4039,d,1,c,6,g,1,six,cluster1
4040,d,1,c,6,h,1,six,cluster1
4041,d,1,c,7,f,1,six,cluster1
4042,d,1,c,7,g,1,six,cluster1
4043,d,1,c,7,h,1,six,cluster1
4044,d,1,c,8,f,1,six,cluster1
4045,d,1,c,8,g,1,six,cluster1
4046,d,1,c,8,h,1,six,cluster1
4047,d,1,d,3,f,1,six,cluster1
4048,d,1,d,3,g,1,six,cluster1
4049,d,1,d,3,g,2,six,cluster1
4050,d,1,d,4,f,1,six,cluster1
4051,d,1,d,4,g,1,six,cluster1
4052,d,1,d,4,h,1,six,cluster1
4053,d,1,d,4,h,2,six,cluster1
4054,d,1,d,4,h,3,six,cluster1
4055,d,1,d,5,f,1,six,cluster1
4056,d,1,d,5,g,1,six,cluster1
4057,d,1,d,5,h,1,six,cluster1
4058,d,1,d,6,f,1,six,cluster1
4059,d,1,d,6,g,1,six,cluster1
4060,d,1,d,6,h,1,six,cluster1
4061,d,1,d,7,f,1,six,cluster1
4062,d,1,d,7,g,1,six,cluster1
4063,d,1,d,7,h,1,six,cluster1
4064,d,1,d,8,f,1,six,cluster1
4065,d,1,d,8,g,1,six,cluster1
4066,d,1,d,8,h,1,six,cluster1
4067,d,1,e,3,f,1,six,cluster1
4068,d,1,e,3,g,1,six,cluster1
4069,d,1,e,3,g,2,six,cluster1
4070,d,1,e,4,h,1,six,cluster1
4071,d,1,e,4,h,2,six,cluster1
4072,d,1,e,4,h,3,six,cluster1
4073,d,1,e,5,h,1,six,cluster1
4074,d,1,e,6,h,1,six,cluster1
4075,d,1,e,7,h,1,six,cluster1
4076,d,1,e,8,h,1,six,cluster1
4077,d,1,f,4,f,1,six,cluster1
4078,d,1,f,4,g,1,six,cluster1
4079,d,1,f,4,h,1,six,cluster1
4080,d,1,g,3,f,1,six,cluster1
4081,d,1,g,3,g,1,six,cluster1
4082,d,1,g,3,h,1,six,cluster1
4083,d,1,h,2,f,1,six,cluster1
4084,d,1,h,4,h,1,six,cluster1
4085,d,2,a,1,f,1,six,cluster0
4086,d,2,a,1,g,1,six,cluster0
4087,d,2,a,1,h,1,six,cluster0
4088,d,2,a,2,f,1,six,cluster0
4089,d,2,a,2,g,1,six,cluster0
4090,d,2,a,2,h,1,six,cluster0
4091,d,2,a,3,f,1,six,cluster0
4092,d,2,a,3,g,1,six,cluster0
4093,d,2,a,3,g,2,six,cluster0
4094,d,2,a,4,f,1,six,cluster0
4095,d,2,a,4,f,3,six,cluster0
4096,d,2,a,4,g,1,six,cluster0
4097,d,2,a,4,h,1,six,cluster0
4098,d,2,a,4,h,2,six,cluster0
4099,d,2,a,4,h,3,six,cluster0
4100,d,2,a,5,f,1,six,cluster0
4101,d,2,a,5,g,1,six,cluster0
4102,d,2,a,5,h,1,six,cluster0
4103,d,2,a,6,a,1,six,cluster0
4104,d,2,a,6,b,1,six,cluster0
4105,d,2,a,6,f,1,six,cluster0
4106,d,2,a,6,g,1,six,cluster0
4107,d,2,a,6,h,1,six,cluster0
4108,d,2,a,7,a,1,six,cluster0
4109,d,2,a,7,b,1,six,cluster0
4110,d,2,a,7,f,1,six,cluster0
4111,d,2,a,7,g,1,six,cluster0
4112,d,2,a,7,h,1,six,cluster0
4113,d,2,a,8,a,1,six,cluster0
4114,d,2,a,8,b,1,six,cluster0
4115,d,2,a,8,f,1,six,cluster0
4116,d,2,a,8,g,1,six,cluster0
4117,d,2,a,8,h,1,six,cluster0
4118,d,2,b,1,a,3,six,cluster0
4119,d,2,b,1,a,5,six,cluster0
4120,d,2,b,1,a,7,six,cluster0
4121,d,2,b,1,f,1,six,cluster0
4122,d,2,b,1,g,1,six,cluster0
4123,d,2,b,1,h,1,six,cluster0
4124,d,2,b,2,a,5,six,cluster0
4125,d,2,b,2,a,7,six,cluster0
4126,d,2,b,2,f,1,six,cluster0
4127,d,2,b,2,g,1,six,cluster0
4128,d,2,b,2,h,1,six,cluster0
4129,d,2,b,3,a,5,six,cluster0
4130,d,2,b,3,a,7,six,cluster0
4131,d,2,b,3,f,1,six,cluster0
4132,d,2,b,3,g,1,six,cluster0
4133,d,2,b,3,g,2,six,cluster0
4134,d,2,b,4,a,7,six,cluster0
4135,d,2,b,4,f,1,six,cluster0
4136,d,2,b,4,f,3,six,cluster0
4137,d,2,b,4,g,1,six,cluster0
4138,d,2,b,4,h,1,six,cluster0
4139,d,2,b,4,h,2,six,cluster0
4140,d,2,b,4,h,3,six,cluster0
4141,d,2,b,5,a,8,six,cluster0
4142,d,2,b,5,f,1,six,cluster0
4143,d,2,b,5,g,1,six,cluster0
4144,d,2,b,5,h,1,six,cluster0
4145,d,2,b,6,a,2,six,cluster0
4146,d,2,b,6,b,2,six,cluster0
4147,d,2,b,6,f,1,six,cluster0
4148,d,2,b,6,g,1,six,cluster0
4149,d,2,b,6,h,1,six,cluster0
4150,d,2,b,7,f,1,six,cluster0
4151,d,2,b,7,g,1,six,cluster0
4152,d,2,b,7,h,1,six,cluster0
4153,d,2,b,8,f,1,six,cluster0
4154,d,2,b,8,g,1,six,cluster0
4155,d,2,b,8,h,1,six,cluster0
4156,d,2,c,1,f,1,six,cluster0
4157,d,2,c,1,g,1,six,cluster0
4158,d,2,c,1,h,1,six,cluster0
4159,d,2,c,2,f,1,six,cluster0
4160,d,2,c,2,g,1,six,cluster0
4161,d,2,c,2,h,1,six,cluster0
4162,d,2,c,3,f,1,six,cluster0
4163,d,2,c,3,g,1,six,cluster0
4164,d,2,c,3,g,2,six,cluster0
4165,d,2,c,4,f,1,six,cluster0
4166,d,2,c,4,f,3,six,cluster0
4167,d,2,c,4,g,1,six,cluster0
4168,d,2,c,4,h,1,six,cluster0
4169,d,2,c,4,h,2,six,cluster0
4170,d,2,c,4,h,3,six,cluster0
4171,d,2,c,5,f,1,six,cluster0
4172,d,2,c,5,g,1,six,cluster0
4173,d,2,c,5,h,1,six,cluster0
4174,d,2,c,6,f,1,six,cluster0
4175,d,2,c,6,g,1,six,cluster0
4176,d,2,c,6,h,1,six,cluster0
4177,d,2,c,7,f,1,six,cluster0
4178,d,2,c,7,g,1,six,cluster0
4179,d,2,c,7,h,1,six,cluster0
4180,d,2,c,8,f,1,six,cluster0
4181,d,2,c,8,g,1,six,cluster0
4182,d,2,c,8,h,1,six,cluster0
4183,d,2,d,1,a,1,six,cluster0
4184,d,2,d,1,b,1,six,cluster0
4185,d,2,d,1,h,1,six,cluster0
4186,d,2,d,3,f,1,six,cluster0
4187,d,2,d,3,g,1,six,cluster0
4188,d,2,d,3,g,2,six,cluster0
4189,d,2,d,4,f,1,six,cluster0
4190,d,2,d,4,f,3,six,cluster0
4191,d,2,d,4,g,1,six,cluster0
4192,d,2,d,4,h,1,six,cluster0
4193,d,2,d,4,h,2,six,cluster0
4194,d,2,d,4,h,3,six,cluster0
4195,d,2,d,5,f,1,six,cluster0
4196,d,2,d,5,g,1,six,cluster0
4197,d,2,d,5,h,1,six,cluster0
4198,d,2,d,6,f,1,six,cluster0
4199,d,2,d,6,g,1,six,cluster0
4200,d,2,d,6,h,1,six,cluster0
4201,d,2,d,7,f,1,six,cluster0
4202,d,2,d,7,g,1,six,cluster0
4203,d,2,d,7,h,1,six,cluster0
4204,d,2,d,8,f,1,six,cluster0
4205,d,2,d,8,g,1,six,cluster0
4206,d,2,d,8,h,1,six,cluster0
4207,d,2,e,3,f,1,six,cluster0
4208,d,2,e,3,g,1,six,cluster0
4209,d,2,e,3,g,2,six,cluster0
4210,d,2,e,4,f,1,six,cluster0
4211,d,2,e,4,g,1,six,cluster0
4212,d,2,e,4,h,1,six,cluster0
4213,d,2,e,4,h,2,six,cluster0
4214,d,2,e,4,h,3,six,cluster0
4215,d,2,e,5,f,1,six,cluster0
4216,d,2,e,5,g,1,six,cluster0
4217,d,2,e,5,h,1,six,cluster0
4218,d,2,e,6,f,1,six,cluster0
4219,d,2,e,6,g,1,six,cluster0
4220,d,2,e,6,h,1,six,cluster0
4221,d,2,e,7,f,1,six,cluster0
4222,d,2,e,7,g,1,six,cluster0
4223,d,2,e,7,h,1,six,cluster0
4224,d,2,e,8,f,1,six,cluster0
4225,d,2,e,8,g,1,six,cluster0
4226,d,2,e,8,h,1,six,cluster0
4227,d,2,f,4,f,1,six,cluster0
4228,d,2,f,4,f,2,six,cluster0
4229,d,2,f,4,g,1,six,cluster0
4230,d,2,f,4,g,2,six,cluster0
4231,d,2,f,4,h,1,six,cluster0
4232,d,2,f,4,h,2,six,cluster0
4233,d,2,f,4,h,3,six,cluster0
4234,d,2,g,1,h,5,six,cluster0
4235,d,2,g,1,h,7,six,cluster0
4236,d,2,g,2,h,7,six,cluster0
4237,d,2,g,3,f,1,six,cluster0
4238,d,2,g,3,g,1,six,cluster0
4239,d,2,g,3,h,1,six,cluster0
4240,d,2,g,3,h,7,six,cluster0
4241,d,2,g,4,h,7,six,cluster0
4242,d,2,g,5,h,2,six,cluster0
4243,d,2,g,6,h,2,six,cluster0
4244,d,2,h,2,f,1,six,cluster0
4245,d,2,h,4,h,1,six,cluster0
4246,d,3,a,1,h,1,six,cluster0
4247,d,3,a,3,e,1,six,cluster0
4248,d,3,a,3,f,1,six,cluster0
4249,d,3,a,3,g,1,six,cluster0
4250,d,3,a,4,a,2,six,cluster0
4251,d,3,a,4,b,2,six,cluster0
4252,d,3,a,4,h,1,six,cluster0
4253,d,3,a,4,h,2,six,cluster0
4254,d,3,a,4,h,3,six,cluster0
4255,d,3,a,5,a,2,six,cluster0
4256,d,3,a,5,b,2,six,cluster0
4257,d,3,a,5,h,1,six,cluster0
4258,d,3,a,6,a,2,six,cluster0
4259,d,3,a,6,b,2,six,cluster0
4260,d,3,a,6,h,1,six,cluster0
4261,d,3,a,7,h,1,six,cluster0
4262,d,3,a,8,h,1,six,cluster0
4263,d,3,b,1,a,3,six,cluster0
4264,d,3,b,1,a,5,six,cluster0
4265,d,3,b,1,a,7,six,cluster0
4266,d,3,b,1,b,3,six,cluster0
4267,d,3,b,1,h,1,six,cluster0
4268,d,3,b,2,a,4,six,cluster0
4269,d,3,b,2,a,5,six,cluster0
4270,d,3,b,2,a,7,six,cluster0
4271,d,3,b,3,a,5,six,cluster0
4272,d,3,b,3,a,7,six,cluster0
4273,d,3,b,3,e,1,six,cluster0
4274,d,3,b,3,f,1,six,cluster0
4275,d,3,b,3,g,1,six,cluster0
4276,d,3,b,4,a,7,six,cluster0
4277,d,3,b,4,h,1,six,cluster0
4278,d,3,b,4,h,2,six,cluster0
4279,d,3,b,4,h,3,six,cluster0
4280,d,3,b,5,a,7,six,cluster0
4281,d,3,b,5,a,8,six,cluster0
4282,d,3,b,5,h,1,six,cluster0
4283,d,3,b,6,h,1,six,cluster0
4284,d,3,b,7,a,3,six,cluster0
4285,d,3,b,7,a,5,six,cluster0
4286,d,3,b,7,b,3,six,cluster0
4287,d,3,b,7,h,1,six,cluster0
4288,d,3,b,8,a,3,six,cluster0
4289,d,3,b,8,a,4,six,cluster0
4290,d,3,b,8,a,5,six,cluster0
4291,d,3,b,8,b,3,six,cluster0
4292,d,3,b,8,h,1,six,cluster0
4293,d,3,c,1,a,2,six,cluster0
4294,d,3,c,1,h,1,six,cluster0
4295,d,3,c,2,a,2,six,cluster0
4296,d,3,c,2,b,2,six,cluster0
4297,d,3,c,3,e,1,six,cluster0
4298,d,3,c,3,f,1,six,cluster0
4299,d,3,c,3,g,1,six,cluster0
4300,d,3,c,4,a,2,six,cluster0
4301,d,3,c,4,a,3,six,cluster0
4302,d,3,c,4,b,2,six,cluster0
4303,d,3,c,4,h,1,six,cluster0
4304,d,3,c,4,h,2,six,cluster0
4305,d,3,c,4,h,3,six,cluster0
4306,d,3,c,5,a,2,six,cluster0
4307,d,3,c,5,b,2,six,cluster0
4308,d,3,c,5,h,1,six,cluster0
4309,d,3,c,6,a,2,six,cluster0
4310,d,3,c,6,b,2,six,cluster0
4311,d,3,c,6,h,1,six,cluster0
4312,d,3,c,7,a,2,six,cluster0
4313,d,3,c,7,b,2,six,cluster0
4314,d,3,c,7,h,1,six,cluster0
4315,d,3,c,8,a,2,six,cluster0
4316,d,3,c,8,b,2,six,cluster0
4317,d,3,c,8,h,1,six,cluster0
4318,d,3,d,1,h,1,six,cluster0
4319,d,3,d,4,h,1,six,cluster0
4320,d,3,d,4,h,2,six,cluster0
4321,d,3,d,4,h,3,six,cluster0
4322,d,3,d,5,a,2,six,cluster0
4323,d,3,d,5,b,2,six,cluster0
4324,d,3,d,5,b,4,six,cluster0
4325,d,3,d,5,h,1,six,cluster0
4326,d,3,d,6,a,2,six,cluster0
4327,d,3,d,6,b,2,six,cluster0
4328,d,3,d,6,h,1,six,cluster0
4329,d,3,d,7,a,2,six,cluster0
4330,d,3,d,7,b,2,six,cluster0
4331,d,3,d,7,h,1,six,cluster0
4332,d,3,d,8,a,2,six,cluster0
4333,d,3,d,8,b,2,six,cluster0
4334,d,3,d,8,h,1,six,cluster0
4335,d,3,e,1,a,1,six,cluster0
4336,d,3,e,1,a,2,six,cluster0
4337,d,3,e,1,b,1,six,cluster0
4338,d,3,e,1,b,2,six,cluster0
4339,d,3,e,1,c,1,six,cluster0
4340,d,3,e,2,a,2,six,cluster0
4341,d,3,e,2,b,2,six,cluster0
4342,d,3,e,3,a,2,six,cluster0
4343,d,3,e,3,b,2,six,cluster0
4344,d,3,e,3,e,1,six,cluster0
4345,d,3,e,3,f,1,six,cluster0
4346,d,3,e,3,f,2,six,cluster0
4347,d,3,e,3,g,1,six,cluster0
4348,d,3,e,3,g,2,six,cluster0
4349,d,3,e,4,h,1,six,cluster0
4350,d,3,e,4,h,2,six,cluster0
4351,d,3,e,4,h,3,six,cluster0
4352,d,3,e,5,a,2,six,cluster0
4353,d,3,e,5,b,2,six,cluster0
4354,d,3,e,5,b,4,six,cluster0
4355,d,3,e,5,h,1,six,cluster0
4356,d,3,e,6,a,2,six,cluster0
4357,d,3,e,6,b,2,six,cluster0
4358,d,3,e,6,h,1,six,cluster0
4359,d,3,e,7,a,2,six,cluster0
4360,d,3,e,7,b,2,six,cluster0
4361,d,3,e,7,h,1,six,cluster0
4362,d,3,e,8,a,2,six,cluster0
4363,d,3,e,8,b,2,six,cluster0
4364,d,3,e,8,h,1,six,cluster0
4365,d,3,f,1,a,1,six,cluster0
4366,d,3,f,1,a,2,six,cluster0
4367,d,3,f,1,b,1,six,cluster0
4368,d,3,f,1,b,2,six,cluster0
4369,d,3,f,1,c,1,six,cluster0
4370,d,3,f,2,a,2,six,cluster0
4371,d,3,f,2,b,2,six,cluster0
4372,d,3,f,3,a,2,six,cluster0
4373,d,3,f,3,b,2,six,cluster0
4374,d,3,f,4,f,1,six,cluster0
4375,d,3,f,4,f,2,six,cluster0
4376,d,3,f,4,g,1,six,cluster0
4377,d,3,f,4,g,2,six,cluster0
4378,d,3,f,4,h,1,six,cluster0
4379,d,3,f,4,h,2,six,cluster0
4380,d,3,f,4,h,3,six,cluster0
4381,d,3,f,5,a,2,six,cluster0
4382,d,3,f,5,b,2,six,cluster0
4383,d,3,f,5,b,4,six,cluster0
4384,d,3,f,6,a,2,six,cluster0
4385,d,3,f,6,b,2,six,cluster0
4386,d,3,f,7,a,2,six,cluster0
4387,d,3,f,7,b,2,six,cluster0
4388,d,3,f,8,a,2,six,cluster0
4389,d,3,f,8,b,2,six,cluster0
4390,d,3,g,1,a,1,six,cluster0
4391,d,3,g,1,a,2,six,cluster0
4392,d,3,g,1,b,1,six,cluster0
4393,d,3,g,1,b,2,six,cluster0
4394,d,3,g,1,c,1,six,cluster0
4395,d,3,g,1,h,5,six,cluster0
4396,d,3,g,1,h,7,six,cluster0
4397,d,3,g,2,a,2,six,cluster0
4398,d,3,g,2,b,2,six,cluster0
4399,d,3,g,2,e,1,six,cluster0
4400,d,3,g,2,h,7,six,cluster0
4401,d,3,g,3,a,2,six,cluster0
4402,d,3,g,3,b,2,six,cluster0
4403,d,3,g,3,h,1,six,cluster0
4404,d,3,g,3,h,7,six,cluster0
4405,d,3,g,4,h,7,six,cluster0
4406,d,3,g,5,a,2,six,cluster0
4407,d,3,g,5,b,2,six,cluster0
4408,d,3,g,5,b,4,six,cluster0
4409,d,3,g,5,h,2,six,cluster0
4410,d,3,g,5,h,8,six,cluster0
4411,d,3,g,6,a,2,six,cluster0
4412,d,3,g,6,b,2,six,cluster0
4413,d,3,g,6,h,2,six,cluster0
4414,d,3,g,7,a,2,six,cluster0
4415,d,3,g,7,b,2,six,cluster0
4416,d,3,g,7,h,2,six,cluster0
4417,d,3,g,8,a,2,six,cluster0
4418,d,3,g,8,b,2,six,cluster0
4419,d,3,g,8,h,2,six,cluster0
4420,d,3,g,8,h,4,six,cluster0
4421,d,3,h,1,a,1,six,cluster0
4422,d,3,h,1,a,2,six,cluster0
4423,d,3,h,1,b,1,six,cluster0
4424,d,3,h,1,b,2,six,cluster0
4425,d,3,h,1,c,1,six,cluster0
4426,d,3,h,2,a,2,six,cluster0
4427,d,3,h,2,b,2,six,cluster0
4428,d,3,h,3,a,2,six,cluster0
4429,d,3,h,3,b,2,six,cluster0
4430,d,3,h,4,h,1,six,cluster0
4431,d,3,h,5,a,2,six,cluster0
4432,d,3,h,5,b,2,six,cluster0
4433,d,3,h,5,b,4,six,cluster0
4434,d,3,h,6,a,2,six,cluster0
4435,d,3,h,6,b,2,six,cluster0
4436,d,3,h,7,a,2,six,cluster0
4437,d,3,h,7,b,2,six,cluster0
4438,d,3,h,8,a,2,six,cluster0
4439,d,3,h,8,b,2,six,cluster0
4440,d,4,a,2,c,1,six,cluster0
4441,d,4,a,2,d,2,six,cluster0
4442,d,4,a,2,e,1,six,cluster0
4443,d,4,a,4,h,1,six,cluster0
4444,d,4,a,4,h,2,six,cluster0
4445,d,4,b,2,d,1,six,cluster0
4446,d,4,b,2,d,2,six,cluster0
4447,d,4,b,2,e,1,six,cluster0
4448,d,4,b,4,h,1,six,cluster0
4449,d,4,b,4,h,2,six,cluster0
4450,d,4,c,2,e,1,six,cluster0
4451,d,4,c,3,a,1,six,cluster0
4452,d,4,c,3,b,1,six,cluster0
4453,d,4,c,3,b,2,six,cluster0
4454,d,4,c,4,h,1,six,cluster0
4455,d,4,c,4,h,2,six,cluster0
4456,d,4,d,3,b,2,six,cluster0
4457,d,4,d,5,b,1,six,cluster0
4458,d,4,d,6,b,1,six,cluster0
4459,d,4,d,7,b,1,six,cluster0
4460,d,4,d,8,b,1,six,cluster0
4461,d,4,e,4,a,1,six,cluster0
4462,d,4,e,4,h,1,six,cluster0
4463,d,4,e,4,h,2,six,cluster0
4464,d,4,e,4,h,3,six,cluster0
4465,d,4,f,2,d,1,six,cluster0
4466,d,4,f,2,d,2,six,cluster0
4467,d,4,f,3,g,1,six,cluster0
4468,d,4,f,3,h,1,six,cluster0
4469,d,4,f,3,h,2,six,cluster0
4470,d,4,f,4,a,1,six,cluster0
4471,d,4,g,1,h,5,six,cluster0
4472,d,4,g,1,h,7,six,cluster0
4473,d,4,g,2,d,1,six,cluster0
4474,d,4,g,2,d,2,six,cluster0
4475,d,4,g,2,e,1,six,cluster0
4476,d,4,g,2,h,7,six,cluster0
4477,d,4,g,3,h,7,six,cluster0
4478,d,4,g,4,a,1,six,cluster0
4479,d,4,g,4,h,7,six,cluster0
4480,d,4,g,5,h,2,six,cluster0
4481,d,4,g,6,h,2,six,cluster0
4482,d,4,g,7,h,2,six,cluster0
4483,d,4,g,8,h,2,six,cluster0
4484,d,4,g,8,h,4,six,cluster0
4485,d,4,h,2,d,1,six,cluster0
4486,d,4,h,2,d,2,six,cluster0
4487,d,4,h,2,f,1,six,cluster0
4488,d,4,h,4,a,1,six,cluster0
4489,a,1,a,2,c,1,seven,cluster1
4490,a,1,a,2,e,1,seven,cluster1
4491,a,1,a,2,g,1,seven,cluster1
4492,a,1,b,2,c,1,seven,cluster1
4493,a,1,b,2,e,1,seven,cluster1
4494,a,1,b,2,g,1,seven,cluster1
4495,a,1,c,2,e,1,seven,cluster1
4496,a,1,c,2,f,1,seven,cluster1
4497,a,1,c,2,g,1,seven,cluster1
4498,a,1,c,2,h,1,seven,cluster1
4499,a,1,d,2,g,1,seven,cluster1
4500,a,1,d,2,h,1,seven,cluster1
4501,b,1,a,2,e,1,seven,cluster1
4502,b,1,a,2,g,1,seven,cluster1
4503,b,1,b,2,a,3,seven,cluster1
4504,b,1,b,2,a,4,seven,cluster1
4505,b,1,b,2,a,5,seven,cluster1
4506,b,1,b,2,a,6,seven,cluster1
4507,b,1,b,2,a,7,seven,cluster1
4508,b,1,b,2,a,8,seven,cluster1
4509,b,1,b,2,e,1,seven,cluster1
4510,b,1,b,2,g,1,seven,cluster1
4511,b,1,b,3,a,5,seven,cluster1
4512,b,1,b,3,a,6,seven,cluster1
4513,b,1,b,3,a,7,seven,cluster1
4514,b,1,b,3,a,8,seven,cluster1
4515,b,1,b,4,a,7,seven,cluster1
4516,b,1,b,4,a,8,seven,cluster1
4517,b,1,c,2,e,1,seven,cluster1
4518,b,1,c,2,g,1,seven,cluster1
4519,b,1,d,3,h,2,seven,cluster1
4520,b,1,e,2,g,1,seven,cluster1
4521,b,1,f,2,h,1,seven,cluster1
4522,b,1,g,2,d,1,seven,cluster1
4523,b,1,g,2,e,1,seven,cluster1
4524,b,1,h,2,d,1,seven,cluster1
4525,b,1,h,2,e,1,seven,cluster1
4526,b,1,h,2,f,1,seven,cluster1
4527,b,2,d,3,h,2,seven,cluster0
4528,b,2,e,2,g,1,seven,cluster0
4529,b,2,f,2,d,1,seven,cluster0
4530,b,2,f,2,h,1,seven,cluster0
4531,b,2,g,2,d,1,seven,cluster0
4532,b,2,g,2,e,1,seven,cluster0
4533,b,2,h,2,d,1,seven,cluster0
4534,b,2,h,2,e,1,seven,cluster0
4535,b,2,h,2,f,1,seven,cluster0
4536,c,1,a,3,e,2,seven,cluster1
4537,c,1,a,3,g,1,seven,cluster1
4538,c,1,a,3,g,2,seven,cluster1
4539,c,1,a,3,h,1,seven,cluster1
4540,c,1,a,3,h,2,seven,cluster1
4541,c,1,b,1,a,1,seven,cluster1
4542,c,1,b,1,a,2,seven,cluster1
4543,c,1,b,1,a,4,seven,cluster1
4544,c,1,b,1,a,6,seven,cluster1
4545,c,1,b,1,a,8,seven,cluster1
4546,c,1,b,2,a,2,seven,cluster1
4547,c,1,b,2,a,4,seven,cluster1
4548,c,1,b,2,a,6,seven,cluster1
4549,c,1,b,2,a,8,seven,cluster1
4550,c,1,b,3,a,5,seven,cluster1
4551,c,1,b,3,a,6,seven,cluster1
4552,c,1,b,3,a,7,seven,cluster1
4553,c,1,b,3,a,8,seven,cluster1
4554,c,1,b,3,e,2,seven,cluster1
4555,c,1,b,3,g,1,seven,cluster1
4556,c,1,b,3,g,2,seven,cluster1
4557,c,1,b,3,h,1,seven,cluster1
4558,c,1,b,3,h,2,seven,cluster1
4559,c,1,b,4,a,7,seven,cluster1
4560,c,1,b,4,a,8,seven,cluster1
4561,c,1,b,6,a,1,seven,cluster1
4562,c,1,b,7,a,1,seven,cluster1
4563,c,1,b,8,a,1,seven,cluster1
4564,c,1,c,3,e,2,seven,cluster1
4565,c,1,c,3,g,1,seven,cluster1
4566,c,1,c,3,g,2,seven,cluster1
4567,c,1,c,3,h,1,seven,cluster1
4568,c,1,c,3,h,2,seven,cluster1
4569,c,1,d,3,e,1,seven,cluster1
4570,c,1,d,3,f,1,seven,cluster1
4571,c,1,d,3,f,2,seven,cluster1
4572,c,1,d,3,g,1,seven,cluster1
4573,c,1,d,3,g,2,seven,cluster1
4574,c,1,d,3,h,1,seven,cluster1
4575,c,1,d,3,h,2,seven,cluster1
4576,c,1,e,3,e,1,seven,cluster1
4577,c,1,e,3,f,1,seven,cluster1
4578,c,1,e,3,g,1,seven,cluster1
4579,c,1,e,3,g,2,seven,cluster1
4580,c,1,e,3,h,1,seven,cluster1
4581,c,1,e,3,h,2,seven,cluster1
4582,c,1,f,4,g,1,seven,cluster1
4583,c,1,f,4,h,1,seven,cluster1
4584,c,1,g,1,h,6,seven,cluster1
4585,c,1,g,1,h,8,seven,cluster1
4586,c,1,g,2,e,1,seven,cluster1
4587,c,1,g,2,h,8,seven,cluster1
4588,c,1,g,3,h,8,seven,cluster1
4589,c,1,g,4,h,8,seven,cluster1
4590,c,1,g,5,h,1,seven,cluster1
4591,c,1,g,6,h,1,seven,cluster1
4592,c,1,h,2,e,1,seven,cluster1
4593,c,2,a,3,e,1,seven,cluster0
4594,c,2,a,3,e,2,seven,cluster0
4595,c,2,a,3,f,1,seven,cluster0
4596,c,2,a,3,f,2,seven,cluster0
4597,c,2,a,3,g,1,seven,cluster0
4598,c,2,a,3,g,2,seven,cluster0
4599,c,2,a,3,h,1,seven,cluster0
4600,c,2,a,3,h,2,seven,cluster0
4601,c,2,b,1,a,2,seven,cluster0
4602,c,2,b,1,a,4,seven,cluster0
4603,c,2,b,1,a,6,seven,cluster0
4604,c,2,b,1,a,8,seven,cluster0
4605,c,2,b,2,a,2,seven,cluster0
4606,c,2,b,2,a,4,seven,cluster0
4607,c,2,b,2,a,6,seven,cluster0
4608,c,2,b,2,a,8,seven,cluster0
4609,c,2,b,3,a,4,seven,cluster0
4610,c,2,b,3,a,6,seven,cluster0
4611,c,2,b,3,a,8,seven,cluster0
4612,c,2,b,3,e,1,seven,cluster0
4613,c,2,b,3,e,2,seven,cluster0
4614,c,2,b,3,f,1,seven,cluster0
4615,c,2,b,3,f,2,seven,cluster0
4616,c,2,b,3,g,1,seven,cluster0
4617,c,2,b,3,g,2,seven,cluster0
4618,c,2,b,3,h,1,seven,cluster0
4619,c,2,b,3,h,2,seven,cluster0
4620,c,2,b,5,a,7,seven,cluster0
4621,c,2,b,6,a,4,seven,cluster0
4622,c,2,b,6,a,8,seven,cluster0
4623,c,2,b,7,a,2,seven,cluster0
4624,c,2,b,7,a,4,seven,cluster0
4625,c,2,b,8,a,2,seven,cluster0
4626,c,2,b,8,a,3,seven,cluster0
4627,c,2,b,8,a,4,seven,cluster0
4628,c,2,b,8,a,5,seven,cluster0
4629,c,2,b,8,a,6,seven,cluster0
4630,c,2,c,1,a,2,seven,cluster0
4631,c,2,c,3,e,1,seven,cluster0
4632,c,2,c,3,e,2,seven,cluster0
4633,c,2,c,3,f,1,seven,cluster0
4634,c,2,c,3,f,2,seven,cluster0
4635,c,2,c,3,g,1,seven,cluster0
4636,c,2,c,3,g,2,seven,cluster0
