@relation spambase_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A58-N200-T1.0E-4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Source_30 numeric
@attribute Source_31 numeric
@attribute Source_32 numeric
@attribute Source_33 numeric
@attribute Source_34 numeric
@attribute Source_35 numeric
@attribute Source_36 numeric
@attribute Source_37 numeric
@attribute Source_38 numeric
@attribute Source_39 numeric
@attribute Source_40 numeric
@attribute Source_41 numeric
@attribute Source_42 numeric
@attribute Source_43 numeric
@attribute Source_44 numeric
@attribute Source_45 numeric
@attribute Source_46 numeric
@attribute Source_47 numeric
@attribute Source_48 numeric
@attribute Source_49 numeric
@attribute Source_50 numeric
@attribute Source_51 numeric
@attribute Source_52 numeric
@attribute Source_53 numeric
@attribute Source_54 numeric
@attribute Source_55 numeric
@attribute Source_56 numeric
@attribute Class {1,0}

@data
-1.408706,0.555108,2.550305,3.828115,0.014165,4.673224,-2.233578,1.372834,0.518747,-0.097605,0.686423,-1.239392,4.282133,0.593957,0.543447,-3.051578,0.959518,-1.137851,-0.133205,-3.904524,0.485221,0.167414,-3.258074,0.232014,-1.605422,-2.516256,-0.263958,1.560802,2.702904,-2.018339,2.027354,1.451369,-1.53686,3.794957,3.195261,0.016689,-3.211311,-1.358125,0.004803,-0.280864,-0.241237,-0.630398,-4.006788,-1.277838,-1.466263,0.192383,1.5203,-0.154539,3.071088,2.544747,2.342112,0.673705,2.469634,-0.286671,1.23135,0.134139,0.682518,0
-0.500558,0.185872,0.916349,1.381059,0.001538,1.678486,-0.818738,0.485867,0.186319,-0.041093,0.246041,-0.457048,1.55154,0.214367,0.204085,-1.104705,0.323608,-0.404383,-0.03961,-1.414523,0.182702,0.0574,-1.167053,0.065315,-0.567322,-0.920732,-0.104734,0.564667,0.961339,-0.71632,0.736803,0.510959,-0.554178,1.366803,1.162162,0.010505,-1.154858,-0.479557,0.006714,-0.106225,-0.090118,-0.220623,-1.448044,-0.450093,-0.514419,0.064301,0.531033,-0.055462,1.106752,0.931439,0.84698,0.227249,0.891815,-0.091177,0.445318,0.038658,0.247461,1
-0.335795,0.148309,0.667086,0.980119,-0.003502,1.170365,-0.554756,0.3608,0.132639,-0.009155,0.163663,-0.315054,1.080763,0.147326,0.142472,-0.771095,0.258803,-0.281769,-0.032003,-1.007749,0.139869,0.071515,-0.833549,0.074987,-0.406997,-0.643949,-0.05945,0.408881,0.681296,-0.532374,0.497167,0.366597,-0.382016,0.974254,0.803937,-0.009615,-0.838031,-0.317966,-0.018339,-0.070667,-0.054323,-0.173169,-1.002668,-0.311372,-0.368018,0.029215,0.400437,-0.065163,0.791616,0.647591,0.605031,0.174752,0.620782,-0.055392,0.336668,0.028491,0.203518,1
-0.061136,0.001718,0.108119,0.160807,0.003342,0.179847,-0.120311,0.051505,0.010646,-0.004195,0.041481,-0.050578,0.18317,-0.009752,0.032299,-0.106084,0.003869,-0.08142,0.004403,-0.142806,0.018147,-0.008567,-0.138735,-0.000038,-0.046458,-0.14229,-0.021156,0.060904,0.164923,-0.122477,0.070063,0.086964,-0.05338,0.161936,0.150513,0.022679,-0.144519,-0.068222,-0.026108,0.004227,0.012286,-0.019533,-0.203586,-0.066697,-0.06133,-0.003622,0.082117,-0.022555,0.122027,0.109743,0.112436,0.039837,0.117042,0.028911,0.079656,-0.023883,0.023908,1
-0.150064,0.052629,0.286641,0.395839,-0.006784,0.462207,-0.230847,0.133109,0.077085,-0.00404,0.066569,-0.123335,0.42824,0.074101,0.051742,-0.30973,0.106832,-0.12037,-0.017823,-0.408046,0.033606,0.017105,-0.336193,0.031872,-0.190973,-0.284747,-0.06728,0.176384,0.289339,-0.233363,0.227765,0.141381,-0.152969,0.414081,0.316166,-0.013779,-0.351523,-0.137358,-0.013881,-0.031129,-0.035559,-0.084756,-0.422087,-0.123859,-0.166217,0.011813,0.181319,-0.019266,0.31565,0.294261,0.246952,0.069818,0.267019,-0.009852,0.153798,0.015994,0.081374,1
-0.471343,0.167846,0.847988,1.25403,0.005558,1.532851,-0.736181,0.461835,0.17743,-0.030342,0.231785,-0.41323,1.406333,0.195931,0.181491,-0.999778,0.315173,-0.377958,-0.043889,-1.286528,0.179077,0.065826,-1.07168,0.066264,-0.523182,-0.817672,-0.085246,0.52025,0.879879,-0.672737,0.647551,0.476545,-0.502466,1.261953,1.050377,0.004328,-1.048869,-0.43628,-0.009751,-0.094717,-0.07445,-0.214221,-1.321741,-0.405013,-0.483207,0.056589,0.480643,-0.050555,1.010998,0.819674,0.772931,0.205454,0.80412,-0.099007,0.402332,0.04515,0.234778,1
-0.706558,0.274369,1.279938,1.924609,-0.000288,2.34381,-1.124133,0.690126,0.259522,-0.052241,0.351962,-0.615,2.149444,0.296032,0.275013,-1.525719,0.477361,-0.57063,-0.072146,-1.970514,0.248013,0.088682,-1.635846,0.103552,-0.810202,-1.258415,-0.13615,0.782553,1.349868,-1.01868,1.01732,0.723618,-0.775275,1.898676,1.614306,0.014028,-1.611253,-0.679704,-0.004125,-0.150627,-0.123995,-0.315284,-1.998069,-0.631926,-0.736386,0.093179,0.762237,-0.077439,1.5338,1.283538,1.170242,0.342636,1.235579,-0.149253,0.633048,0.061875,0.339026,1
-0.266898,0.110988,0.4767,0.710176,-0.01774,0.866472,-0.432407,0.257742,0.092136,-0.025514,0.129455,-0.224912,0.78858,0.106487,0.092362,-0.554742,0.172981,-0.208467,-0.014717,-0.704268,0.093114,0.024709,-0.586132,0.045149,-0.287683,-0.471262,-0.035081,0.304561,0.489553,-0.380931,0.388788,0.273054,-0.298186,0.695859,0.577518,-0.007893,-0.590023,-0.242744,0.007729,-0.049955,-0.040569,-0.114053,-0.750206,-0.239264,-0.267422,0.045257,0.297075,-0.045631,0.554861,0.475797,0.424069,0.118707,0.448468,-0.059726,0.228641,0.0214,0.130584,0
-0.879887,0.336278,1.548955,2.360151,0.020032,2.882166,-1.371101,0.848307,0.32568,-0.054837,0.430434,-0.762951,2.639446,0.362306,0.335982,-1.857827,0.575952,-0.690555,-0.077042,-2.399184,0.307521,0.106387,-1.999188,0.119759,-0.993369,-1.541033,-0.160918,0.944354,1.655587,-1.244363,1.251805,0.90187,-0.937513,2.315951,1.956745,0.014261,-1.976429,-0.84237,-0.006621,-0.173027,-0.155782,-0.393334,-2.451512,-0.772395,-0.907996,0.110977,0.937931,-0.088718,1.90102,1.580144,1.42819,0.427234,1.510051,-0.180359,0.766974,0.079238,0.421634,1
-0.175801,0.07331,0.342343,0.506657,-0.002012,0.619939,-0.288664,0.184683,0.060262,-0.008205,0.086329,-0.170538,0.554477,0.080334,0.067896,-0.405481,0.127168,-0.159133,-0.008363,-0.50967,0.063024,0.024576,-0.424264,0.020063,-0.214726,-0.336933,-0.030732,0.214134,0.355584,-0.269252,0.258594,0.184252,-0.208251,0.485823,0.417532,0.006959,-0.410561,-0.175305,0.010346,-0.028569,-0.019021,-0.0769,-0.508918,-0.173262,-0.186961,0.020416,0.196402,-0.019945,0.414863,0.334987,0.29865,0.098907,0.315595,-0.03881,0.162253,0.020188,0.081579,1
-0.235178,0.110585,0.480622,0.706759,-0.013541,0.886551,-0.418026,0.246865,0.087959,-0.001581,0.102326,-0.275998,0.776981,0.110852,0.097183,-0.608995,0.163403,-0.242561,-0.026951,-0.723257,0.073257,-0.015972,-0.617645,0.039304,-0.306104,-0.433347,-0.042329,0.25819,0.475531,-0.41143,0.391003,0.295223,-0.29279,0.696835,0.60466,-0.003217,-0.622938,-0.246156,0.018938,-0.053247,-0.019309,-0.143615,-0.755267,-0.167488,-0.242265,0.028803,0.293793,-0.005945,0.552621,0.454163,0.459895,0.156513,0.478701,-0.061832,0.231236,0.014931,0.12956,0
-0.454643,0.173026,0.823381,1.233246,-0.001127,1.506259,-0.721952,0.441011,0.166409,-0.041328,0.222395,-0.396981,1.38767,0.192249,0.181526,-0.990938,0.305794,-0.367575,-0.044456,-1.272065,0.155689,0.059489,-1.058724,0.062177,-0.521894,-0.808925,-0.086726,0.500841,0.878738,-0.661132,0.660853,0.466488,-0.503946,1.226662,1.032776,0.006867,-1.036658,-0.441427,-0.000838,-0.092972,-0.080666,-0.205482,-1.287088,-0.412763,-0.48331,0.059384,0.484043,-0.050171,0.985832,0.832339,0.757901,0.219537,0.804102,-0.095794,0.400276,0.042462,0.224544,0
-0.042101,0.019754,0.077419,0.107745,-0.003971,0.120921,-0.0678,0.027693,-0.004208,-0.023541,0.012374,-0.032847,0.094642,0.007133,0.012547,-0.068865,0.034607,-0.024104,0.009767,-0.117735,0.009155,0.018344,-0.102334,-0.003861,-0.035956,-0.058863,-0.018344,0.028188,0.067577,-0.064835,0.066196,0.027645,-0.034362,0.107027,0.079476,-0.000897,-0.080165,-0.044234,0.002984,-0.012149,-0.013614,-0.019808,-0.113544,-0.030837,-0.050998,0.014976,0.038671,0.003625,0.08946,0.071101,0.05563,0.017711,0.061374,-0.001841,0.040653,0.018759,0.015045,0
-0.339402,0.067175,0.462462,0.799982,-0.012605,0.936442,-0.411183,0.265665,0.120264,0.012775,0.101534,-0.289546,0.8278,0.128873,0.111589,-0.588332,0.229431,-0.26972,-0.028271,-0.761516,0.09139,0.0412,-0.636441,0.052795,-0.321419,-0.468743,-0.00086,0.368961,0.552513,-0.410562,0.345932,0.25723,-0.299543,0.776885,0.660058,-0.021397,-0.612648,-0.244135,-0.07646,-0.064784,0.011143,-0.148452,-0.829311,-0.220593,-0.288027,-0.000813,0.268814,-0.045665,0.616464,0.476439,0.444578,0.10251,0.463956,-0.090895,0.25015,0.080233,0.129671,1
-0.068212,0.042609,0.141038,0.196649,0.021285,0.231357,-0.121506,0.065104,0.056973,-0.020056,0.035345,-0.065125,0.203274,0.035149,0.042872,-0.136771,0.038957,-0.0565,0.008569,-0.196199,0.004207,0.002599,-0.175611,0.031826,-0.082903,-0.132983,-0.042593,0.071616,0.126362,-0.103076,0.097403,0.054137,-0.082894,0.170607,0.164037,-0.012959,-0.141589,-0.055528,0.02331,-0.022672,-0.005241,-0.012552,-0.199928,-0.068555,-0.073789,0.029108,0.09693,-0.014581,0.147277,0.102343,0.110327,0.030956,0.122426,-0.00101,0.031459,0.010591,0.020453,0
-0.440773,0.167691,0.781181,1.181281,-0.009198,1.437901,-0.690833,0.411955,0.161563,-0.043872,0.223017,-0.381449,1.31789,0.177421,0.162284,-0.940562,0.29863,-0.354988,-0.050373,-1.188982,0.159512,0.046252,-1.013058,0.070144,-0.487626,-0.768964,-0.086709,0.475758,0.824272,-0.60874,0.616174,0.4473,-0.478739,1.154117,0.973829,0.010419,-0.970709,-0.418649,-0.011081,-0.089983,-0.082741,-0.186422,-1.209724,-0.378626,-0.450694,0.048864,0.458989,-0.046311,0.934911,0.782293,0.720455,0.212337,0.758232,-0.078446,0.390493,0.044598,0.216508,1
-0.077767,0.065479,0.141729,0.209881,0.000362,0.269109,-0.143972,0.09508,0.026311,0.004765,0.049812,-0.087533,0.259951,0.043971,0.066826,-0.183036,0.047295,-0.052259,-0.011083,-0.190368,0.026039,-0.002441,-0.1847,-0.014633,-0.099616,-0.147594,-0.004096,0.097992,0.18345,-0.128917,0.084217,0.089168,-0.0455,0.203522,0.173765,-0.018507,-0.181192,-0.079907,0.010885,-0.030346,-0.014045,-0.046627,-0.209478,-0.079452,-0.052401,0.021239,0.06193,-0.011035,0.188257,0.16629,0.111089,0.052687,0.132926,-0.013617,0.092297,0.036771,0.039563,0
-0.945977,0.356299,1.718821,2.606176,0.037674,3.150907,-1.500781,0.923619,0.356142,-0.067639,0.470991,-0.853093,2.889445,0.389273,0.342775,-2.040615,0.637025,-0.75676,-0.099025,-2.645165,0.303798,0.105248,-2.19302,0.15914,-1.05176,-1.677748,-0.166836,1.034309,1.812022,-1.367126,1.364557,0.998077,-1.022275,2.532837,2.139249,0.00675,-2.172088,-0.873397,-0.005907,-0.167568,-0.148294,-0.435473,-2.681898,-0.864767,-1.019838,0.106842,1.026939,-0.101731,2.08852,1.714177,1.54284,0.472414,1.67976,-0.204532,0.81565,0.110493,0.462463,1
-0.564815,0.216629,1.021058,1.537634,-0.002947,1.869068,-0.899564,0.548911,0.203705,-0.040805,0.286368,-0.489405,1.719565,0.239776,0.221778,-1.224102,0.380555,-0.45518,-0.056185,-1.573264,0.19511,0.071146,-1.306272,0.078511,-0.645154,-1.011564,-0.103872,0.624981,1.085326,-0.815827,0.814169,0.579634,-0.618175,1.514705,1.283033,0.008656,-1.281571,-0.539754,-0.006632,-0.118474,-0.097178,-0.252206,-1.598372,-0.501405,-0.591163,0.077075,0.60533,-0.061604,1.229643,1.020339,0.940045,0.268607,0.991024,-0.116858,0.503984,0.047301,0.275738,1
-0.911956,0.359786,1.639435,2.475978,-0.005772,2.98886,-1.453167,0.885934,0.327479,-0.066131,0.441479,-0.776978,2.737846,0.365168,0.341618,-1.954358,0.605666,-0.732476,-0.085696,-2.495234,0.325566,0.112898,-2.077315,0.144496,-1.016393,-1.617252,-0.16124,1.004168,1.716411,-1.30832,1.30409,0.929192,-0.994791,2.422683,2.040179,0.006088,-2.055761,-0.857468,-0.010804,-0.187301,-0.149617,-0.395339,-2.567138,-0.812134,-0.957201,0.120107,0.985964,-0.095285,1.953271,1.651172,1.487361,0.430387,1.592525,-0.195779,0.792023,0.072303,0.440341,1
-0.817144,0.313667,1.468678,2.220527,0.009921,2.699857,-1.290596,0.791544,0.296681,-0.045511,0.392103,-0.713253,2.479896,0.333892,0.306474,-1.771928,0.550288,-0.657385,-0.068852,-2.269222,0.294055,0.103721,-1.884159,0.125088,-0.933664,-1.456576,-0.15565,0.903511,1.572155,-1.172709,1.167285,0.848196,-0.903038,2.193884,1.857148,0.014476,-1.86038,-0.782128,0.000251,-0.169641,-0.133486,-0.361831,-2.312146,-0.734985,-0.847126,0.096289,0.88764,-0.085001,1.779287,1.487942,1.344391,0.393368,1.433115,-0.167436,0.72298,0.073454,0.382738,1
-0.111671,0.044573,0.19197,0.298769,0.003268,0.329376,-0.158615,0.113414,0.043166,-0.021025,0.054032,-0.090834,0.320559,0.037261,0.040084,-0.241525,0.078614,-0.084913,0.001461,-0.299745,0.022709,0.03868,-0.24923,0.01425,-0.11344,-0.180253,-0.025869,0.128067,0.206305,-0.145453,0.167745,0.107482,-0.110536,0.283501,0.23949,-0.001111,-0.230386,-0.111186,-0.017721,-0.023122,-0.01884,-0.054634,-0.304289,-0.070977,-0.126938,0.008505,0.102126,-0.006407,0.214693,0.190995,0.184592,0.053449,0.183607,-0.020942,0.104826,0.029548,0.04583,0
-0.219148,0.089709,0.38409,0.571605,0.00336,0.697893,-0.34083,0.205264,0.084539,-0.020471,0.104504,-0.180634,0.631057,0.093447,0.079617,-0.447625,0.144625,-0.164263,-0.011265,-0.59284,0.076274,0.023358,-0.489681,0.034124,-0.244684,-0.377421,-0.049703,0.234563,0.402103,-0.294318,0.30772,0.21975,-0.241816,0.5638,0.489313,-0.002691,-0.476312,-0.20071,0.014185,-0.04208,-0.041447,-0.081886,-0.607123,-0.188889,-0.204768,0.035793,0.244932,-0.028342,0.441665,0.378359,0.337272,0.102772,0.353561,-0.04454,0.177491,0.01963,0.099813,0
-0.565536,0.218168,1.022132,1.540766,0.012241,1.862815,-0.896615,0.553699,0.21292,-0.037653,0.267149,-0.485237,1.700566,0.225149,0.221426,-1.213954,0.371675,-0.464023,-0.062123,-1.558928,0.204206,0.06784,-1.296283,0.090274,-0.647508,-0.996346,-0.114799,0.623407,1.065602,-0.821894,0.796359,0.569847,-0.614503,1.501195,1.284758,0.011732,-1.27844,-0.526648,0.005465,-0.123606,-0.082246,-0.249647,-1.593098,-0.500615,-0.594309,0.071512,0.606683,-0.052222,1.222231,1.017798,0.930472,0.279511,0.985301,-0.125142,0.489049,0.052845,0.25606,1
-0.254249,0.14044,0.519185,0.775722,0.002457,0.928929,-0.449608,0.300267,0.111186,0.013408,0.127905,-0.260359,0.865198,0.092985,0.123981,-0.612076,0.211505,-0.211766,-0.015162,-0.784129,0.116224,-0.002054,-0.628058,0.030256,-0.329548,-0.493837,-0.071245,0.286663,0.540292,-0.375779,0.415079,0.289292,-0.337622,0.749916,0.644892,0.005941,-0.651652,-0.287727,-0.056746,-0.022157,-0.05969,-0.128789,-0.8232,-0.263966,-0.322146,0.053607,0.282658,-0.058875,0.620862,0.518078,0.4924,0.144638,0.485058,-0.0618,0.244269,0.050321,0.103189,0
-1.832469,0.709075,3.297264,5.070755,0.015118,6.17256,-3.019363,1.847048,0.673025,-0.097072,0.906868,-1.627219,5.648478,0.786345,0.723079,-4.00847,1.293914,-1.554482,-0.153506,-5.198587,0.626897,0.229363,-4.340167,0.331933,-2.119111,-3.326561,-0.376339,2.079792,3.557936,-2.682449,2.674298,1.920205,-2.058514,4.975835,4.196498,0.022828,-4.254841,-1.789344,-0.009406,-0.389116,-0.320897,-0.836289,-5.293376,-1.689092,-1.923984,0.212895,1.967509,-0.213145,4.068189,3.389912,3.06684,0.893505,3.285515,-0.424744,1.655567,0.16251,0.904439,0
-0.845868,0.308052,1.492259,2.230599,0.01414,2.718225,-1.301682,0.793953,0.311818,-0.052496,0.424382,-0.730107,2.482294,0.334868,0.300621,-1.768812,0.557947,-0.66401,-0.067601,-2.281081,0.283348,0.093321,-1.888306,0.142504,-0.942436,-1.455971,-0.159759,0.896385,1.572437,-1.1774,1.181054,0.847832,-0.878295,2.212958,1.866665,0.009709,-1.870383,-0.782931,0.000987,-0.171384,-0.138493,-0.376354,-2.343618,-0.743684,-0.869692,0.099334,0.884057,-0.094732,1.810977,1.483842,1.366584,0.394492,1.444829,-0.184799,0.704996,0.082942,0.407038,1
-2.358863,0.936536,4.281248,6.459895,0.00859,7.854609,-3.754054,2.316956,0.861533,-0.157698,1.167369,-2.079659,7.200599,0.97942,0.914149,-5.125972,1.595774,-1.928715,-0.22132,-6.573738,0.821919,0.298806,-5.472956,0.371382,-2.697553,-4.206088,-0.454035,2.614837,4.538122,-3.397414,3.401952,2.425326,-2.5993,6.373762,5.381444,0.035023,-5.401798,-2.271286,-0.013811,-0.492658,-0.392251,-1.06253,-6.703384,-2.135049,-2.476723,0.305203,2.553575,-0.261959,5.153491,4.304461,3.914512,1.133549,4.162523,-0.493145,2.099909,0.199018,1.151643,0
-0.027571,0.005792,0.069184,0.0961,-0.005972,0.118726,-0.046507,0.032819,0.007227,0.006782,0.016821,-0.030967,0.085728,0.015544,0.003836,-0.087562,0.021338,-0.036105,0.004812,-0.092767,0.019829,0.008859,-0.077197,-0.001242,-0.03803,-0.068561,-0.003556,0.047212,0.073483,-0.038619,0.040992,0.035232,-0.038135,0.0843,0.079096,-0.000854,-0.068056,-0.04019,0.006062,0.00856,-0.000304,-0.007947,-0.088834,-0.032389,-0.032195,-0.004283,0.03284,-0.000053,0.089226,0.06743,0.05053,0.03334,0.054469,-0.010433,0.028723,0.001973,0.017819,0
-0.240272,0.107555,0.485384,0.688682,-0.021329,0.859314,-0.412181,0.239242,0.08923,0.004133,0.137457,-0.225543,0.7809,0.105924,0.084093,-0.528573,0.157782,-0.196685,-0.04593,-0.707398,0.099084,0.041738,-0.6051,0.0407,-0.291928,-0.468575,-0.049787,0.299104,0.477002,-0.369242,0.402583,0.249823,-0.295173,0.695025,0.580434,0.006426,-0.577135,-0.266269,-0.025542,-0.051992,-0.049962,-0.127797,-0.712302,-0.238217,-0.244765,0.034192,0.284811,-0.028908,0.53585,0.46796,0.403612,0.124047,0.480814,-0.066167,0.235395,0.026822,0.126127,1
-0.129335,0.046611,0.237271,0.349888,-0.006669,0.431825,-0.209005,0.126286,0.039514,-0.012197,0.069291,-0.11103,0.401187,0.058621,0.050384,-0.284581,0.085874,-0.103431,-0.014464,-0.363792,0.048282,0.013285,-0.301954,0.012554,-0.149797,-0.236028,-0.022749,0.146444,0.253341,-0.193607,0.18863,0.134883,-0.143848,0.345262,0.295803,0.004658,-0.292141,-0.127792,0.00091,-0.02678,-0.021288,-0.055553,-0.365525,-0.113542,-0.133796,0.017577,0.138395,-0.019104,0.289795,0.234946,0.217106,0.062807,0.228501,-0.024773,0.116579,0.01073,0.05995,0
-1.132513,0.447861,2.0557,3.106732,-0.005237,3.81617,-1.801131,1.136478,0.40536,-0.065294,0.560356,-1.021421,3.464228,0.45516,0.447146,-2.489233,0.78211,-0.911165,-0.108347,-3.178351,0.404069,0.147287,-2.642428,0.187257,-1.309199,-2.042116,-0.228114,1.262479,2.195458,-1.639563,1.640282,1.169996,-1.258379,3.062537,2.605878,0.001729,-2.598735,-1.090248,0.000306,-0.264339,-0.21079,-0.514621,-3.256756,-1.055104,-1.193698,0.13375,1.252038,-0.12022,2.469471,2.067805,1.905984,0.544823,1.99984,-0.225231,1.009313,0.103631,0.573414,1
-0.350482,0.118553,0.588043,0.888925,0.018446,1.112599,-0.532228,0.326547,0.138543,-0.020846,0.180191,-0.292712,1.012635,0.146782,0.120308,-0.700737,0.217435,-0.256287,-0.022368,-0.917322,0.105561,0.038707,-0.772046,0.056859,-0.380328,-0.594126,-0.047161,0.348931,0.640102,-0.467744,0.490237,0.350727,-0.353246,0.886078,0.744267,0.003041,-0.756951,-0.322568,0.008027,-0.048248,-0.05876,-0.152117,-0.953172,-0.291596,-0.350301,0.044606,0.371932,-0.035585,0.740331,0.603953,0.551153,0.16647,0.583873,-0.046606,0.282042,0.03239,0.153736,1
-0.215514,0.091285,0.391692,0.587766,-0.005282,0.718602,-0.349494,0.211756,0.108427,-0.020961,0.103811,-0.2013,0.679255,0.097333,0.07909,-0.493181,0.151025,-0.169037,-0.010132,-0.597249,0.058408,0.020576,-0.507722,0.04733,-0.238642,-0.404266,-0.05613,0.23362,0.441645,-0.31016,0.329416,0.21186,-0.255795,0.595495,0.496301,-0.011274,-0.490823,-0.208556,0.029457,-0.057992,-0.051106,-0.111224,-0.636219,-0.207473,-0.219416,0.041923,0.246008,-0.027444,0.478186,0.397024,0.374201,0.099805,0.370895,-0.052836,0.181488,0.023561,0.108805,1
-0.184437,0.07222,0.350084,0.524262,0.003305,0.637679,-0.301516,0.18728,0.080022,-0.015985,0.086016,-0.173226,0.600181,0.08275,0.070112,-0.432589,0.135592,-0.155181,-0.010661,-0.534322,0.064432,0.031479,-0.445937,0.029967,-0.212746,-0.350578,-0.045891,0.211807,0.376247,-0.289025,0.283053,0.196107,-0.226694,0.513679,0.442691,0.002719,-0.435711,-0.185776,0.00755,-0.048944,-0.026061,-0.08381,-0.543222,-0.182466,-0.20049,0.026756,0.20832,-0.009278,0.423908,0.354637,0.317386,0.08987,0.341013,-0.04426,0.168851,0.022753,0.082254,0
-2.111164,0.839892,3.84367,5.803891,0.008838,7.04915,-3.377406,2.073568,0.762939,-0.138376,1.045439,-1.859661,6.469909,0.871596,0.805584,-4.612523,1.42569,-1.725472,-0.198742,-5.901153,0.734108,0.264707,-4.920021,0.328229,-2.426752,-3.780856,-0.407839,2.339942,4.070274,-3.053992,3.058078,2.17131,-2.330998,5.730551,4.825484,0.027413,-4.8463,-2.033021,-0.016983,-0.437133,-0.348526,-0.961818,-6.025942,-1.928759,-2.220747,0.264731,2.2891,-0.229894,4.629841,3.865777,3.507444,1.018921,3.732603,-0.444831,1.881451,0.190838,1.040223,0
-3.423661,1.346193,6.200648,9.358008,0.01543,11.362123,-5.447476,3.334101,1.25106,-0.21517,1.686449,-3.011457,10.420645,1.419501,1.326692,-7.425478,2.327774,-2.78572,-0.318154,-9.529291,1.196752,0.436682,-7.916975,0.51745,-3.907049,-6.116497,-0.64688,3.779966,6.583466,-4.919925,4.92652,3.521118,-3.762706,9.211071,7.782433,0.044443,-7.814043,-3.277992,-0.01657,-0.709019,-0.579961,-1.538432,-9.714457,-3.093588,-3.584086,0.442499,3.695042,-0.363066,7.454679,6.218519,5.67914,1.633932,6.030996,-0.713777,3.035374,0.296478,1.671848,0
-0.325085,0.131093,0.61257,0.913856,0.001664,1.118688,-0.536108,0.329297,0.135815,-0.030004,0.172595,-0.287926,1.011481,0.153031,0.138092,-0.727231,0.215793,-0.278583,-0.034124,-0.929861,0.113313,0.04038,-0.782274,0.048125,-0.382685,-0.601957,-0.0723,0.373291,0.64138,-0.482337,0.483631,0.334997,-0.366679,0.893012,0.76585,0.002919,-0.752337,-0.312708,0.006234,-0.068125,-0.056402,-0.142749,-0.946129,-0.304879,-0.357068,0.054468,0.361843,-0.036417,0.734321,0.600533,0.559529,0.170438,0.586624,-0.069647,0.287943,0.028155,0.160895,0
-2.571287,1.024805,4.689476,7.062309,0.00561,8.601229,-4.107501,2.546662,0.948869,-0.144517,1.262645,-2.296369,7.866564,1.047322,0.995378,-5.607798,1.745748,-2.101039,-0.24703,-7.191659,0.898198,0.326668,-5.993283,0.420607,-2.964312,-4.637359,-0.507437,2.86521,4.975892,-3.724972,3.72755,2.648594,-2.839628,6.977174,5.884024,0.033485,-5.903572,-2.482767,-0.007737,-0.551436,-0.4422,-1.178122,-7.358561,-2.355702,-2.710789,0.322404,2.81752,-0.277753,5.623001,4.717068,4.290501,1.239608,4.559266,-0.529423,2.282252,0.233863,1.274207,1
-0.672692,0.261307,1.224195,1.831131,0.000228,2.210517,-1.070182,0.652058,0.242958,-0.046675,0.328491,-0.588292,2.0219,0.262833,0.258583,-1.448382,0.454218,-0.545248,-0.069523,-1.8546,0.23054,0.09065,-1.529823,0.100045,-0.762255,-1.191666,-0.137468,0.729944,1.273933,-0.963863,0.964551,0.67419,-0.725984,1.783862,1.515915,-0.007561,-1.537372,-0.643148,-0.001846,-0.139053,-0.116797,-0.30028,-1.899377,-0.587058,-0.71534,0.085397,0.719341,-0.067176,1.459783,1.208599,1.113053,0.332878,1.193674,-0.150948,0.589529,0.054047,0.315361,0
-1.280894,0.513922,2.332883,3.529368,0.006384,4.288935,-2.051579,1.263701,0.447957,-0.083445,0.650401,-1.135661,3.934556,0.533936,0.52603,-2.786856,0.871856,-1.077281,-0.129688,-3.598217,0.455341,0.15101,-2.968992,0.203163,-1.481913,-2.305046,-0.243026,1.434081,2.486308,-1.845625,1.864523,1.342456,-1.431847,3.524556,2.93326,0.021933,-2.945959,-1.24533,0.005038,-0.281153,-0.220988,-0.560186,-3.655621,-1.138972,-1.382966,0.174232,1.397459,-0.127612,2.826075,2.353249,2.130818,0.616271,2.287144,-0.27196,1.149633,0.114346,0.632001,0
0.021126,-0.006515,0.081291,0.092288,-0.008478,0.117299,-0.031604,0.015606,0.030739,-0.011493,0.023657,-0.014986,0.135189,0.023207,-0.000387,-0.04306,0.048635,-0.02608,-0.008822,-0.088874,0.028321,0.002772,-0.073333,0.020383,-0.063888,-0.056347,0.001996,0.009816,0.065838,-0.030924,0.038486,0.038302,-0.020694,0.050253,0.070991,0.006541,-0.084932,-0.055205,0.022165,-0.023515,0.052539,0.005112,-0.146517,-0.0284,-0.051022,0.012602,0.019543,0.025389,0.05152,0.092241,0.048469,-0.003805,0.051929,-0.023715,0.068355,0.012011,0.037422,0
